Period from,Period to,Agile Import price (p/kWh),Agile Export price (p/kWh)
02/06/2024 00:00,02/06/2024 00:30,14.91,7.45
02/06/2024 00:30,02/06/2024 01:00,14.91,7.45
02/06/2024 01:00,02/06/2024 01:30,14.91,7.45
02/06/2024 01:30,02/06/2024 02:00,14.91,7.45
02/06/2024 02:00,02/06/2024 02:30,14.91,7.45
02/06/2024 02:30,02/06/2024 03:00,14.70,7.36
02/06/2024 03:00,02/06/2024 03:30,12.81,6.51
02/06/2024 03:30,02/06/2024 04:00,12.81,6.51
02/06/2024 04:00,02/06/2024 04:30,12.81,6.51
02/06/2024 04:30,02/06/2024 05:00,12.60,6.42
02/06/2024 05:00,02/06/2024 05:30,11.97,6.14
02/06/2024 05:30,02/06/2024 06:00,10.52,5.49
02/06/2024 06:00,02/06/2024 06:30,10.08,5.29
02/06/2024 06:30,02/06/2024 07:00,12.10,6.19
02/06/2024 07:00,02/06/2024 07:30,10.92,5.67
02/06/2024 07:30,02/06/2024 08:00,13.02,6.61
02/06/2024 08:00,02/06/2024 08:30,12.26,6.27
02/06/2024 08:30,02/06/2024 09:00,13.02,6.61
02/06/2024 09:00,02/06/2024 09:30,11.97,6.14
02/06/2024 09:30,02/06/2024 10:00,11.97,6.14
02/06/2024 10:00,02/06/2024 10:30,11.97,6.14
02/06/2024 10:30,02/06/2024 11:00,11.97,6.14
02/06/2024 11:00,02/06/2024 11:30,11.97,6.14
02/06/2024 11:30,02/06/2024 12:00,10.50,5.48
02/06/2024 12:00,02/06/2024 12:30,10.92,5.67
02/06/2024 12:30,02/06/2024 13:00,10.50,5.48
02/06/2024 13:00,02/06/2024 13:30,13.02,6.61
02/06/2024 13:30,02/06/2024 14:00,10.52,5.49
02/06/2024 14:00,02/06/2024 14:30,10.50,5.48
02/06/2024 14:30,02/06/2024 15:00,10.50,5.48
02/06/2024 15:00,02/06/2024 15:30,10.50,5.48
02/06/2024 15:30,02/06/2024 16:00,10.52,5.49
02/06/2024 16:00,02/06/2024 16:30,25.20,11.75
02/06/2024 16:30,02/06/2024 17:00,27.72,12.88
02/06/2024 17:00,02/06/2024 17:30,31.84,14.72
02/06/2024 17:30,02/06/2024 18:00,33.47,15.45
02/06/2024 18:00,02/06/2024 18:30,32.76,15.13
02/06/2024 18:30,02/06/2024 19:00,33.89,15.64
02/06/2024 19:00,02/06/2024 19:30,18.92,9.25
02/06/2024 19:30,02/06/2024 20:00,19.45,9.48
02/06/2024 20:00,02/06/2024 20:30,19.17,9.36
02/06/2024 20:30,02/06/2024 21:00,18.06,8.86
02/06/2024 21:00,02/06/2024 21:30,19.34,9.44
02/06/2024 21:30,02/06/2024 22:00,18.48,9.05
02/06/2024 22:00,02/06/2024 22:30,18.48,9.05
02/06/2024 22:30,02/06/2024 23:00,17.75,8.72
02/06/2024 23:00,02/06/2024 23:30,17.22,8.49
02/06/2024 23:30,03/06/2024 00:00,16.80,8.30
03/06/2024 00:00,03/06/2024 00:30,15.88,7.89
03/06/2024 00:30,03/06/2024 01:00,15.46,7.70
03/06/2024 01:00,03/06/2024 01:30,14.45,7.25
03/06/2024 01:30,03/06/2024 02:00,14.45,7.25
03/06/2024 02:00,03/06/2024 02:30,13.44,6.80
03/06/2024 02:30,03/06/2024 03:00,13.44,6.80
03/06/2024 03:00,03/06/2024 03:30,13.44,6.80
03/06/2024 03:30,03/06/2024 04:00,12.83,6.52
03/06/2024 04:00,03/06/2024 04:30,13.88,6.99
03/06/2024 04:30,03/06/2024 05:00,13.10,6.65
03/06/2024 05:00,03/06/2024 05:30,14.07,7.08
03/06/2024 05:30,03/06/2024 06:00,14.89,7.44
03/06/2024 06:00,03/06/2024 06:30,16.80,8.30
03/06/2024 06:30,03/06/2024 07:00,18.88,9.23
03/06/2024 07:00,03/06/2024 07:30,20.68,10.04
03/06/2024 07:30,03/06/2024 08:00,24.57,11.78
03/06/2024 08:00,03/06/2024 08:30,19.74,9.62
03/06/2024 08:30,03/06/2024 09:00,20.16,9.80
03/06/2024 09:00,03/06/2024 09:30,18.27,8.96
03/06/2024 09:30,03/06/2024 10:00,17.14,8.45
03/06/2024 10:00,03/06/2024 10:30,18.14,8.90
03/06/2024 10:30,03/06/2024 11:00,18.06,8.86
03/06/2024 11:00,03/06/2024 11:30,17.22,8.49
03/06/2024 11:30,03/06/2024 12:00,16.53,8.18
03/06/2024 12:00,03/06/2024 12:30,16.51,8.17
03/06/2024 12:30,03/06/2024 13:00,15.75,7.83
03/06/2024 13:00,03/06/2024 13:30,15.33,7.64
03/06/2024 13:30,03/06/2024 14:00,15.12,7.55
03/06/2024 14:00,03/06/2024 14:30,15.12,7.55
03/06/2024 14:30,03/06/2024 15:00,14.53,7.28
03/06/2024 15:00,03/06/2024 15:30,15.09,7.53
03/06/2024 15:30,03/06/2024 16:00,15.98,7.93
03/06/2024 16:00,03/06/2024 16:30,30.20,13.99
03/06/2024 16:30,03/06/2024 17:00,31.96,14.78
03/06/2024 17:00,03/06/2024 17:30,34.92,16.10
03/06/2024 17:30,03/06/2024 18:00,33.60,15.51
03/06/2024 18:00,03/06/2024 18:30,36.71,16.90
03/06/2024 18:30,03/06/2024 19:00,35.91,16.54
03/06/2024 19:00,03/06/2024 19:30,24.78,11.87
03/06/2024 19:30,03/06/2024 20:00,23.52,11.31
03/06/2024 20:00,03/06/2024 20:30,23.31,11.21
03/06/2024 20:30,03/06/2024 21:00,22.87,11.02
03/06/2024 21:00,03/06/2024 21:30,21.63,10.46
03/06/2024 21:30,03/06/2024 22:00,19.80,9.64
03/06/2024 22:00,03/06/2024 22:30,19.49,9.50
03/06/2024 22:30,03/06/2024 23:00,17.64,8.68
03/06/2024 23:00,03/06/2024 23:30,18.69,9.15
03/06/2024 23:30,04/06/2024 00:00,20.16,9.80
04/06/2024 00:00,04/06/2024 00:30,17.91,8.80
04/06/2024 00:30,04/06/2024 01:00,17.60,8.66
04/06/2024 01:00,04/06/2024 01:30,17.30,8.53
04/06/2024 01:30,04/06/2024 02:00,16.97,8.38
04/06/2024 02:00,04/06/2024 02:30,15.64,7.78
04/06/2024 02:30,04/06/2024 03:00,14.28,7.17
04/06/2024 03:00,04/06/2024 03:30,13.27,6.72
04/06/2024 03:30,04/06/2024 04:00,11.97,6.14
04/06/2024 04:00,04/06/2024 04:30,14.74,7.38
04/06/2024 04:30,04/06/2024 05:00,13.65,6.89
04/06/2024 05:00,04/06/2024 05:30,15.12,7.55
04/06/2024 05:30,04/06/2024 06:00,15.60,7.76
04/06/2024 06:00,04/06/2024 06:30,20.18,9.81
04/06/2024 06:30,04/06/2024 07:00,23.10,11.12
04/06/2024 07:00,04/06/2024 07:30,22.89,11.03
04/06/2024 07:30,04/06/2024 08:00,25.43,12.16
04/06/2024 08:00,04/06/2024 08:30,18.90,9.24
04/06/2024 08:30,04/06/2024 09:00,17.77,8.73
04/06/2024 09:00,04/06/2024 09:30,15.75,7.83
04/06/2024 09:30,04/06/2024 10:00,14.38,7.22
04/06/2024 10:00,04/06/2024 10:30,13.15,6.66
04/06/2024 10:30,04/06/2024 11:00,11.78,6.05
04/06/2024 11:00,04/06/2024 11:30,11.34,5.86
04/06/2024 11:30,04/06/2024 12:00,10.71,5.57
04/06/2024 12:00,04/06/2024 12:30,8.65,4.65
04/06/2024 12:30,04/06/2024 13:00,7.46,4.12
04/06/2024 13:00,04/06/2024 13:30,6.57,3.72
04/06/2024 13:30,04/06/2024 14:00,4.67,2.87
04/06/2024 14:00,04/06/2024 14:30,8.40,4.54
04/06/2024 14:30,04/06/2024 15:00,6.93,3.88
04/06/2024 15:00,04/06/2024 15:30,6.87,3.85
04/06/2024 15:30,04/06/2024 16:00,8.19,4.45
04/06/2024 16:00,04/06/2024 16:30,24.25,11.33
04/06/2024 16:30,04/06/2024 17:00,27.51,12.78
04/06/2024 17:00,04/06/2024 17:30,29.61,13.72
04/06/2024 17:30,04/06/2024 18:00,31.06,14.37
04/06/2024 18:00,04/06/2024 18:30,35.20,16.22
04/06/2024 18:30,04/06/2024 19:00,35.07,16.17
04/06/2024 19:00,04/06/2024 19:30,21.42,10.37
04/06/2024 19:30,04/06/2024 20:00,20.83,10.10
04/06/2024 20:00,04/06/2024 20:30,21.90,10.58
04/06/2024 20:30,04/06/2024 21:00,22.51,10.86
04/06/2024 21:00,04/06/2024 21:30,20.79,10.09
04/06/2024 21:30,04/06/2024 22:00,18.63,9.12
04/06/2024 22:00,04/06/2024 22:30,15.83,7.87
04/06/2024 22:30,04/06/2024 23:00,12.39,6.33
04/06/2024 23:00,04/06/2024 23:30,9.53,5.05
04/06/2024 23:30,05/06/2024 00:00,5.04,3.04
05/06/2024 00:00,05/06/2024 00:30,6.59,3.73
05/06/2024 00:30,05/06/2024 01:00,3.25,2.24
05/06/2024 01:00,05/06/2024 01:30,6.85,3.84
05/06/2024 01:30,05/06/2024 02:00,7.56,4.16
05/06/2024 02:00,05/06/2024 02:30,6.93,3.88
05/06/2024 02:30,05/06/2024 03:00,5.25,3.13
05/06/2024 03:00,05/06/2024 03:30,7.56,4.16
05/06/2024 03:30,05/06/2024 04:00,7.31,4.05
05/06/2024 04:00,05/06/2024 04:30,6.89,3.86
05/06/2024 04:30,05/06/2024 05:00,5.67,3.32
05/06/2024 05:00,05/06/2024 05:30,8.82,4.73
05/06/2024 05:30,05/06/2024 06:00,10.29,5.39
05/06/2024 06:00,05/06/2024 06:30,13.65,6.89
05/06/2024 06:30,05/06/2024 07:00,19.07,9.32
05/06/2024 07:00,05/06/2024 07:30,16.44,8.14
05/06/2024 07:30,05/06/2024 08:00,18.42,9.02
05/06/2024 08:00,05/06/2024 08:30,18.88,9.23
05/06/2024 08:30,05/06/2024 09:00,18.48,9.05
05/06/2024 09:00,05/06/2024 09:30,16.57,8.20
05/06/2024 09:30,05/06/2024 10:00,15.75,7.83
05/06/2024 10:00,05/06/2024 10:30,12.26,6.27
05/06/2024 10:30,05/06/2024 11:00,10.77,5.60
05/06/2024 11:00,05/06/2024 11:30,10.49,5.48
05/06/2024 11:30,05/06/2024 12:00,10.08,5.29
05/06/2024 12:00,05/06/2024 12:30,9.91,5.22
05/06/2024 12:30,05/06/2024 13:00,8.90,4.77
05/06/2024 13:00,05/06/2024 13:30,7.14,3.98
05/06/2024 13:30,05/06/2024 14:00,5.61,3.29
05/06/2024 14:00,05/06/2024 14:30,5.46,3.22
05/06/2024 14:30,05/06/2024 15:00,4.62,2.85
05/06/2024 15:00,05/06/2024 15:30,6.72,3.79
05/06/2024 15:30,05/06/2024 16:00,8.23,4.46
05/06/2024 16:00,05/06/2024 16:30,23.94,11.19
05/06/2024 16:30,05/06/2024 17:00,25.62,11.94
05/06/2024 17:00,05/06/2024 17:30,29.40,13.63
05/06/2024 17:30,05/06/2024 18:00,30.24,14.01
05/06/2024 18:00,05/06/2024 18:30,34.02,15.70
05/06/2024 18:30,05/06/2024 19:00,33.18,15.32
05/06/2024 19:00,05/06/2024 19:30,22.18,10.71
05/06/2024 19:30,05/06/2024 20:00,22.18,10.71
05/06/2024 20:00,05/06/2024 20:30,22.05,10.65
05/06/2024 20:30,05/06/2024 21:00,21.84,10.56
05/06/2024 21:00,05/06/2024 21:30,21.97,10.61
05/06/2024 21:30,05/06/2024 22:00,20.58,9.99
05/06/2024 22:00,05/06/2024 22:30,20.16,9.80
05/06/2024 22:30,05/06/2024 23:00,16.57,8.20
05/06/2024 23:00,05/06/2024 23:30,16.00,7.94
05/06/2024 23:30,06/06/2024 00:00,15.54,7.74
06/06/2024 00:00,06/06/2024 00:30,13.65,6.89
06/06/2024 00:30,06/06/2024 01:00,13.57,6.85
06/06/2024 01:00,06/06/2024 01:30,13.88,6.99
06/06/2024 01:30,06/06/2024 02:00,15.27,7.61
06/06/2024 02:00,06/06/2024 02:30,13.65,6.89
06/06/2024 02:30,06/06/2024 03:00,13.65,6.89
06/06/2024 03:00,06/06/2024 03:30,13.63,6.88
06/06/2024 03:30,06/06/2024 04:00,13.65,6.89
06/06/2024 04:00,06/06/2024 04:30,16.38,8.11
06/06/2024 04:30,06/06/2024 05:00,14.76,7.39
06/06/2024 05:00,06/06/2024 05:30,18.48,9.05
06/06/2024 05:30,06/06/2024 06:00,19.64,9.57
06/06/2024 06:00,06/06/2024 06:30,19.82,9.65
06/06/2024 06:30,06/06/2024 07:00,22.05,10.65
06/06/2024 07:00,06/06/2024 07:30,18.90,9.24
06/06/2024 07:30,06/06/2024 08:00,20.50,9.95
06/06/2024 08:00,06/06/2024 08:30,19.93,9.70
06/06/2024 08:30,06/06/2024 09:00,19.36,9.45
06/06/2024 09:00,06/06/2024 09:30,18.52,9.07
06/06/2024 09:30,06/06/2024 10:00,17.47,8.60
06/06/2024 10:00,06/06/2024 10:30,15.64,7.78
06/06/2024 10:30,06/06/2024 11:00,15.64,7.78
06/06/2024 11:00,06/06/2024 11:30,15.64,7.78
06/06/2024 11:30,06/06/2024 12:00,15.64,7.78
06/06/2024 12:00,06/06/2024 12:30,14.72,7.37
06/06/2024 12:30,06/06/2024 13:00,13.84,6.97
06/06/2024 13:00,06/06/2024 13:30,12.89,6.55
06/06/2024 13:30,06/06/2024 14:00,11.74,6.03
06/06/2024 14:00,06/06/2024 14:30,11.13,5.76
06/06/2024 14:30,06/06/2024 15:00,10.42,5.44
06/06/2024 15:00,06/06/2024 15:30,10.92,5.67
06/06/2024 15:30,06/06/2024 16:00,11.13,5.76
06/06/2024 16:00,06/06/2024 16:30,28.14,13.07
06/06/2024 16:30,06/06/2024 17:00,28.98,13.44
06/06/2024 17:00,06/06/2024 17:30,31.79,14.70
06/06/2024 17:30,06/06/2024 18:00,31.08,14.38
06/06/2024 18:00,06/06/2024 18:30,33.94,15.66
06/06/2024 18:30,06/06/2024 19:00,34.36,15.85
06/06/2024 19:00,06/06/2024 19:30,23.65,11.36
06/06/2024 19:30,06/06/2024 20:00,23.02,11.08
06/06/2024 20:00,06/06/2024 20:30,23.88,11.47
06/06/2024 20:30,06/06/2024 21:00,23.88,11.47
06/06/2024 21:00,06/06/2024 21:30,21.84,10.56
06/06/2024 21:30,06/06/2024 22:00,20.16,9.80
06/06/2024 22:00,06/06/2024 22:30,18.90,9.24
06/06/2024 22:30,06/06/2024 23:00,16.70,8.25
06/06/2024 23:00,06/06/2024 23:30,18.06,8.86
06/06/2024 23:30,07/06/2024 00:00,17.85,8.77
07/06/2024 00:00,07/06/2024 00:30,16.48,8.16
07/06/2024 00:30,07/06/2024 01:00,17.20,8.48
07/06/2024 01:00,07/06/2024 01:30,15.64,7.78
07/06/2024 01:30,07/06/2024 02:00,17.90,8.80
07/06/2024 02:00,07/06/2024 02:30,17.64,8.68
07/06/2024 02:30,07/06/2024 03:00,15.56,7.75
07/06/2024 03:00,07/06/2024 03:30,15.56,7.75
07/06/2024 03:30,07/06/2024 04:00,15.12,7.55
07/06/2024 04:00,07/06/2024 04:30,15.56,7.75
07/06/2024 04:30,07/06/2024 05:00,14.28,7.17
07/06/2024 05:00,07/06/2024 05:30,15.56,7.75
07/06/2024 05:30,07/06/2024 06:00,16.13,8.00
07/06/2024 06:00,07/06/2024 06:30,16.02,7.95
07/06/2024 06:30,07/06/2024 07:00,21.19,10.26
07/06/2024 07:00,07/06/2024 07:30,15.79,7.85
07/06/2024 07:30,07/06/2024 08:00,18.57,9.10
07/06/2024 08:00,07/06/2024 08:30,15.56,7.75
07/06/2024 08:30,07/06/2024 09:00,14.93,7.46
07/06/2024 09:00,07/06/2024 09:30,14.20,7.13
07/06/2024 09:30,07/06/2024 10:00,12.43,6.34
07/06/2024 10:00,07/06/2024 10:30,10.50,5.48
07/06/2024 10:30,07/06/2024 11:00,9.51,5.04
07/06/2024 11:00,07/06/2024 11:30,8.40,4.54
07/06/2024 11:30,07/06/2024 12:00,8.61,4.63
07/06/2024 12:00,07/06/2024 12:30,8.36,4.52
07/06/2024 12:30,07/06/2024 13:00,7.35,4.07
07/06/2024 13:00,07/06/2024 13:30,5.88,3.41
07/06/2024 13:30,07/06/2024 14:00,4.01,2.58
07/06/2024 14:00,07/06/2024 14:30,4.20,2.66
07/06/2024 14:30,07/06/2024 15:00,4.20,2.66
07/06/2024 15:00,07/06/2024 15:30,5.46,3.22
07/06/2024 15:30,07/06/2024 16:00,7.35,4.07
07/06/2024 16:00,07/06/2024 16:30,23.08,10.80
07/06/2024 16:30,07/06/2024 17:00,26.25,12.22
07/06/2024 17:00,07/06/2024 17:30,27.66,12.85
07/06/2024 17:30,07/06/2024 18:00,29.46,13.66
07/06/2024 18:00,07/06/2024 18:30,32.11,14.84
07/06/2024 18:30,07/06/2024 19:00,32.93,15.21
07/06/2024 19:00,07/06/2024 19:30,19.95,9.71
07/06/2024 19:30,07/06/2024 20:00,20.03,9.75
07/06/2024 20:00,07/06/2024 20:30,20.87,10.12
07/06/2024 20:30,07/06/2024 21:00,20.50,9.95
07/06/2024 21:00,07/06/2024 21:30,19.82,9.65
07/06/2024 21:30,07/06/2024 22:00,19.74,9.62
07/06/2024 22:00,07/06/2024 22:30,18.90,9.24
07/06/2024 22:30,07/06/2024 23:00,14.77,7.39
07/06/2024 23:00,07/06/2024 23:30,18.27,8.96
07/06/2024 23:30,08/06/2024 00:00,15.02,7.50
08/06/2024 00:00,08/06/2024 00:30,13.61,6.87
08/06/2024 00:30,08/06/2024 01:00,9.61,5.08
08/06/2024 01:00,08/06/2024 01:30,7.31,4.05
08/06/2024 01:30,08/06/2024 02:00,7.67,4.21
08/06/2024 02:00,08/06/2024 02:30,8.74,4.69
08/06/2024 02:30,08/06/2024 03:00,5.92,3.43
08/06/2024 03:00,08/06/2024 03:30,6.30,3.60
08/06/2024 03:30,08/06/2024 04:00,7.35,4.07
08/06/2024 04:00,08/06/2024 04:30,7.33,4.06
08/06/2024 04:30,08/06/2024 05:00,7.35,4.07
08/06/2024 05:00,08/06/2024 05:30,7.25,4.02
08/06/2024 05:30,08/06/2024 06:00,7.14,3.98
08/06/2024 06:00,08/06/2024 06:30,7.39,4.09
08/06/2024 06:30,08/06/2024 07:00,9.87,5.20
08/06/2024 07:00,08/06/2024 07:30,5.50,3.24
08/06/2024 07:30,08/06/2024 08:00,5.67,3.32
08/06/2024 08:00,08/06/2024 08:30,3.04,2.14
08/06/2024 08:30,08/06/2024 09:00,3.15,2.19
08/06/2024 09:00,08/06/2024 09:30,1.16,1.30
08/06/2024 09:30,08/06/2024 10:00,1.64,1.51
08/06/2024 10:00,08/06/2024 10:30,0.78,1.13
08/06/2024 10:30,08/06/2024 11:00,0.34,0.93
08/06/2024 11:00,08/06/2024 11:30,-0.84,0.40
08/06/2024 11:30,08/06/2024 12:00,-1.93,0.00
08/06/2024 12:00,08/06/2024 12:30,-1.89,0.00
08/06/2024 12:30,08/06/2024 13:00,-5.78,0.00
08/06/2024 13:00,08/06/2024 13:30,-6.51,0.00
08/06/2024 13:30,08/06/2024 14:00,-8.40,0.00
08/06/2024 14:00,08/06/2024 14:30,-6.09,0.00
08/06/2024 14:30,08/06/2024 15:00,-6.30,0.00
08/06/2024 15:00,08/06/2024 15:30,-1.76,0.00
08/06/2024 15:30,08/06/2024 16:00,0.84,1.16
08/06/2024 16:00,08/06/2024 16:30,11.63,5.68
08/06/2024 16:30,08/06/2024 17:00,16.97,8.07
08/06/2024 17:00,08/06/2024 17:30,16.80,7.99
08/06/2024 17:30,08/06/2024 18:00,26.46,12.31
08/06/2024 18:00,08/06/2024 18:30,28.77,13.35
08/06/2024 18:30,08/06/2024 19:00,31.50,14.57
08/06/2024 19:00,08/06/2024 19:30,17.85,8.77
08/06/2024 19:30,08/06/2024 20:00,17.85,8.77
08/06/2024 20:00,08/06/2024 20:30,20.02,9.74
08/06/2024 20:30,08/06/2024 21:00,19.32,9.43
08/06/2024 21:00,08/06/2024 21:30,19.95,9.71
08/06/2024 21:30,08/06/2024 22:00,18.29,8.97
08/06/2024 22:00,08/06/2024 22:30,17.75,8.72
08/06/2024 22:30,08/06/2024 23:00,14.93,7.46
08/06/2024 23:00,08/06/2024 23:30,12.54,6.39
08/06/2024 23:30,09/06/2024 00:00,8.71,4.68
09/06/2024 00:00,09/06/2024 00:30,7.06,3.94
09/06/2024 00:30,09/06/2024 01:00,3.72,2.44
09/06/2024 01:00,09/06/2024 01:30,2.50,1.90
09/06/2024 01:30,09/06/2024 02:00,2.50,1.90
09/06/2024 02:00,09/06/2024 02:30,2.90,2.08
09/06/2024 02:30,09/06/2024 03:00,0.13,0.84
09/06/2024 03:00,09/06/2024 03:30,2.06,1.70
09/06/2024 03:30,09/06/2024 04:00,2.10,1.72
09/06/2024 04:00,09/06/2024 04:30,3.78,2.47
09/06/2024 04:30,09/06/2024 05:00,2.21,1.77
09/06/2024 05:00,09/06/2024 05:30,2.21,1.77
09/06/2024 05:30,09/06/2024 06:00,2.21,1.77
09/06/2024 06:00,09/06/2024 06:30,1.34,1.38
09/06/2024 06:30,09/06/2024 07:00,4.56,2.82
09/06/2024 07:00,09/06/2024 07:30,0.00,0.78
09/06/2024 07:30,09/06/2024 08:00,0.00,0.78
09/06/2024 08:00,09/06/2024 08:30,-0.32,0.64
09/06/2024 08:30,09/06/2024 09:00,2.10,1.72
09/06/2024 09:00,09/06/2024 09:30,-1.34,0.18
09/06/2024 09:30,09/06/2024 10:00,2.04,1.69
09/06/2024 10:00,09/06/2024 10:30,-2.00,0.00
09/06/2024 10:30,09/06/2024 11:00,-1.47,0.12
09/06/2024 11:00,09/06/2024 11:30,-1.11,0.28
09/06/2024 11:30,09/06/2024 12:00,0.42,0.97
09/06/2024 12:00,09/06/2024 12:30,2.52,1.91
09/06/2024 12:30,09/06/2024 13:00,1.01,1.23
09/06/2024 13:00,09/06/2024 13:30,1.95,1.65
09/06/2024 13:30,09/06/2024 14:00,2.10,1.72
09/06/2024 14:00,09/06/2024 14:30,-0.21,0.69
09/06/2024 14:30,09/06/2024 15:00,0.21,0.87
09/06/2024 15:00,09/06/2024 15:30,3.04,2.14
09/06/2024 15:30,09/06/2024 16:00,7.18,3.99
09/06/2024 16:00,09/06/2024 16:30,26.25,12.22
09/06/2024 16:30,09/06/2024 17:00,30.24,14.01
09/06/2024 17:00,09/06/2024 17:30,31.92,14.76
09/06/2024 17:30,09/06/2024 18:00,33.01,15.25
09/06/2024 18:00,09/06/2024 18:30,32.82,15.16
09/06/2024 18:30,09/06/2024 19:00,33.56,15.49
09/06/2024 19:00,09/06/2024 19:30,19.24,9.39
09/06/2024 19:30,09/06/2024 20:00,19.53,9.52
09/06/2024 20:00,09/06/2024 20:30,22.25,10.74
09/06/2024 20:30,09/06/2024 21:00,20.50,9.95
09/06/2024 21:00,09/06/2024 21:30,21.25,10.29
09/06/2024 21:30,09/06/2024 22:00,19.95,9.71
09/06/2024 22:00,09/06/2024 22:30,18.06,8.86
09/06/2024 22:30,09/06/2024 23:00,13.65,6.89
09/06/2024 23:00,09/06/2024 23:30,18.27,8.96
09/06/2024 23:30,10/06/2024 00:00,16.80,8.30
10/06/2024 00:00,10/06/2024 00:30,14.28,7.17
10/06/2024 00:30,10/06/2024 01:00,11.76,6.04
10/06/2024 01:00,10/06/2024 01:30,11.55,5.95
10/06/2024 01:30,10/06/2024 02:00,10.50,5.48
10/06/2024 02:00,10/06/2024 02:30,12.18,6.23
10/06/2024 02:30,10/06/2024 03:00,9.45,5.01
10/06/2024 03:00,10/06/2024 03:30,10.42,5.44
10/06/2024 03:30,10/06/2024 04:00,10.88,5.65
10/06/2024 04:00,10/06/2024 04:30,13.65,6.89
10/06/2024 04:30,10/06/2024 05:00,13.65,6.89
10/06/2024 05:00,10/06/2024 05:30,13.65,6.89
10/06/2024 05:30,10/06/2024 06:00,11.76,6.04
10/06/2024 06:00,10/06/2024 06:30,16.11,7.99
10/06/2024 06:30,10/06/2024 07:00,21.17,10.26
10/06/2024 07:00,10/06/2024 07:30,20.16,9.80
10/06/2024 07:30,10/06/2024 08:00,23.10,11.12
10/06/2024 08:00,10/06/2024 08:30,22.18,10.71
10/06/2024 08:30,10/06/2024 09:00,19.78,9.63
10/06/2024 09:00,10/06/2024 09:30,18.50,9.06
10/06/2024 09:30,10/06/2024 10:00,16.80,8.30
10/06/2024 10:00,10/06/2024 10:30,15.44,7.69
10/06/2024 10:30,10/06/2024 11:00,15.60,7.76
10/06/2024 11:00,10/06/2024 11:30,13.50,6.82
10/06/2024 11:30,10/06/2024 12:00,12.60,6.42
10/06/2024 12:00,10/06/2024 12:30,11.40,5.88
10/06/2024 12:30,10/06/2024 13:00,10.88,5.65
10/06/2024 13:00,10/06/2024 13:30,11.13,5.76
10/06/2024 13:30,10/06/2024 14:00,11.13,5.76
10/06/2024 14:00,10/06/2024 14:30,10.08,5.29
10/06/2024 14:30,10/06/2024 15:00,10.50,5.48
10/06/2024 15:00,10/06/2024 15:30,10.12,5.31
10/06/2024 15:30,10/06/2024 16:00,11.97,6.14
10/06/2024 16:00,10/06/2024 16:30,24.15,11.28
10/06/2024 16:30,10/06/2024 17:00,27.30,12.69
10/06/2024 17:00,10/06/2024 17:30,29.40,13.63
10/06/2024 17:30,10/06/2024 18:00,30.07,13.93
10/06/2024 18:00,10/06/2024 18:30,33.60,15.51
10/06/2024 18:30,10/06/2024 19:00,34.23,15.79
10/06/2024 19:00,10/06/2024 19:30,20.16,9.80
10/06/2024 19:30,10/06/2024 20:00,19.91,9.69
10/06/2024 20:00,10/06/2024 20:30,18.90,9.24
10/06/2024 20:30,10/06/2024 21:00,18.48,9.05
10/06/2024 21:00,10/06/2024 21:30,18.06,8.86
10/06/2024 21:30,10/06/2024 22:00,16.80,8.30
10/06/2024 22:00,10/06/2024 22:30,15.60,7.76
10/06/2024 22:30,10/06/2024 23:00,12.47,6.36
10/06/2024 23:00,10/06/2024 23:30,13.99,7.04
10/06/2024 23:30,11/06/2024 00:00,11.55,5.95
11/06/2024 00:00,11/06/2024 00:30,12.54,6.39
11/06/2024 00:30,11/06/2024 01:00,11.76,6.04
11/06/2024 01:00,11/06/2024 01:30,11.49,5.92
11/06/2024 01:30,11/06/2024 02:00,11.34,5.86
11/06/2024 02:00,11/06/2024 02:30,10.19,5.34
11/06/2024 02:30,11/06/2024 03:00,10.08,5.29
11/06/2024 03:00,11/06/2024 03:30,10.88,5.65
11/06/2024 03:30,11/06/2024 04:00,9.77,5.15
11/06/2024 04:00,11/06/2024 04:30,10.92,5.67
11/06/2024 04:30,11/06/2024 05:00,10.08,5.29
11/06/2024 05:00,11/06/2024 05:30,12.18,6.23
11/06/2024 05:30,11/06/2024 06:00,13.59,6.86
11/06/2024 06:00,11/06/2024 06:30,13.65,6.89
11/06/2024 06:30,11/06/2024 07:00,16.30,8.07
11/06/2024 07:00,11/06/2024 07:30,14.70,7.36
11/06/2024 07:30,11/06/2024 08:00,17.35,8.54
11/06/2024 08:00,11/06/2024 08:30,16.46,8.15
11/06/2024 08:30,11/06/2024 09:00,15.97,7.93
11/06/2024 09:00,11/06/2024 09:30,15.86,7.88
11/06/2024 09:30,11/06/2024 10:00,15.33,7.64
11/06/2024 10:00,11/06/2024 10:30,15.50,7.72
11/06/2024 10:30,11/06/2024 11:00,15.33,7.64
11/06/2024 11:00,11/06/2024 11:30,16.17,8.02
11/06/2024 11:30,11/06/2024 12:00,16.38,8.11
11/06/2024 12:00,11/06/2024 12:30,17.89,8.79
11/06/2024 12:30,11/06/2024 13:00,18.06,8.86
11/06/2024 13:00,11/06/2024 13:30,17.89,8.79
11/06/2024 13:30,11/06/2024 14:00,17.22,8.49
11/06/2024 14:00,11/06/2024 14:30,16.38,8.11
11/06/2024 14:30,11/06/2024 15:00,14.90,7.45
11/06/2024 15:00,11/06/2024 15:30,14.49,7.27
11/06/2024 15:30,11/06/2024 16:00,15.29,7.62
11/06/2024 16:00,11/06/2024 16:30,30.53,14.14
