PeriodFrom,PeriodTo,CarbonIntensity
2024-06-23T04:00Z,2024-06-23T04:30Z,145
2024-06-23T04:30Z,2024-06-23T05:00Z,141
2024-06-23T05:00Z,2024-06-23T05:30Z,149
2024-06-23T05:30Z,2024-06-23T06:00Z,153
2024-06-23T06:00Z,2024-06-23T06:30Z,148
2024-06-23T06:30Z,2024-06-23T07:00Z,128
2024-06-23T07:00Z,2024-06-23T07:30Z,126
2024-06-23T07:30Z,2024-06-23T08:00Z,124
2024-06-23T08:00Z,2024-06-23T08:30Z,129
2024-06-23T08:30Z,2024-06-23T09:00Z,138
2024-06-23T09:00Z,2024-06-23T09:30Z,143
2024-06-23T09:30Z,2024-06-23T10:00Z,148
2024-06-23T10:00Z,2024-06-23T10:30Z,159
2024-06-23T10:30Z,2024-06-23T11:00Z,155
2024-06-23T11:00Z,2024-06-23T11:30Z,153
2024-06-23T11:30Z,2024-06-23T12:00Z,150
2024-06-23T12:00Z,2024-06-23T12:30Z,153
2024-06-23T12:30Z,2024-06-23T13:00Z,160
2024-06-23T13:00Z,2024-06-23T13:30Z,140
2024-06-23T13:30Z,2024-06-23T14:00Z,145
2024-06-23T14:00Z,2024-06-23T14:30Z,158
2024-06-23T14:30Z,2024-06-23T15:00Z,169
2024-06-23T15:00Z,2024-06-23T15:30Z,177
2024-06-23T15:30Z,2024-06-23T16:00Z,177
2024-06-23T16:00Z,2024-06-23T16:30Z,183
2024-06-23T16:30Z,2024-06-23T17:00Z,187
2024-06-23T17:00Z,2024-06-23T17:30Z,193
2024-06-23T17:30Z,2024-06-23T18:00Z,202
2024-06-23T18:00Z,2024-06-23T18:30Z,212
2024-06-23T18:30Z,2024-06-23T19:00Z,220
2024-06-23T19:00Z,2024-06-23T19:30Z,222
2024-06-23T19:30Z,2024-06-23T20:00Z,231
2024-06-23T20:00Z,2024-06-23T20:30Z,233
2024-06-23T20:30Z,2024-06-23T21:00Z,229
2024-06-23T21:00Z,2024-06-23T21:30Z,217
2024-06-23T21:30Z,2024-06-23T22:00Z,198
2024-06-23T22:00Z,2024-06-23T22:30Z,175
2024-06-23T22:30Z,2024-06-23T23:00Z,168
2024-06-23T23:00Z,2024-06-23T23:30Z,163
2024-06-23T23:30Z,2024-06-24T00:00Z,183
2024-06-24T00:00Z,2024-06-24T00:30Z,183
2024-06-24T00:30Z,2024-06-24T01:00Z,181
2024-06-24T01:00Z,2024-06-24T01:30Z,186
2024-06-24T01:30Z,2024-06-24T02:00Z,186
2024-06-24T02:00Z,2024-06-24T02:30Z,187
2024-06-24T02:30Z,2024-06-24T03:00Z,194
2024-06-24T03:00Z,2024-06-24T03:30Z,193
2024-06-24T03:30Z,2024-06-24T04:00Z,201
2024-06-24T04:00Z,2024-06-24T04:30Z,218
2024-06-24T04:30Z,2024-06-24T05:00Z,230
2024-06-24T05:00Z,2024-06-24T05:30Z,239
2024-06-24T05:30Z,2024-06-24T06:00Z,230
2024-06-24T06:00Z,2024-06-24T06:30Z,238
2024-06-24T06:30Z,2024-06-24T07:00Z,228
2024-06-24T07:00Z,2024-06-24T07:30Z,220
2024-06-24T07:30Z,2024-06-24T08:00Z,212
2024-06-24T08:00Z,2024-06-24T08:30Z,210
2024-06-24T08:30Z,2024-06-24T09:00Z,207
2024-06-24T09:00Z,2024-06-24T09:30Z,204
2024-06-24T09:30Z,2024-06-24T10:00Z,204
2024-06-24T10:00Z,2024-06-24T10:30Z,203
2024-06-24T10:30Z,2024-06-24T11:00Z,201
2024-06-24T11:00Z,2024-06-24T11:30Z,200
2024-06-24T11:30Z,2024-06-24T12:00Z,199
2024-06-24T12:00Z,2024-06-24T12:30Z,199
2024-06-24T12:30Z,2024-06-24T13:00Z,199
2024-06-24T13:00Z,2024-06-24T13:30Z,201
2024-06-24T13:30Z,2024-06-24T14:00Z,205
2024-06-24T14:00Z,2024-06-24T14:30Z,198
2024-06-24T14:30Z,2024-06-24T15:00Z,199
2024-06-24T15:00Z,2024-06-24T15:30Z,199
2024-06-24T15:30Z,2024-06-24T16:00Z,199
2024-06-24T16:00Z,2024-06-24T16:30Z,197
2024-06-24T16:30Z,2024-06-24T17:00Z,198
2024-06-24T17:00Z,2024-06-24T17:30Z,201
2024-06-24T17:30Z,2024-06-24T18:00Z,200
2024-06-24T18:00Z,2024-06-24T18:30Z,199
2024-06-24T18:30Z,2024-06-24T19:00Z,201
2024-06-24T19:00Z,2024-06-24T19:30Z,199
2024-06-24T19:30Z,2024-06-24T20:00Z,198
2024-06-24T20:00Z,2024-06-24T20:30Z,201
2024-06-24T20:30Z,2024-06-24T21:00Z,205
2024-06-24T21:00Z,2024-06-24T21:30Z,206
2024-06-24T21:30Z,2024-06-24T22:00Z,204
2024-06-24T22:00Z,2024-06-24T22:30Z,203
2024-06-24T22:30Z,2024-06-24T23:00Z,201
2024-06-24T23:00Z,2024-06-24T23:30Z,202
2024-06-24T23:30Z,2024-06-25T00:00Z,202
2024-06-25T00:00Z,2024-06-25T00:30Z,206
2024-06-25T00:30Z,2024-06-25T01:00Z,223
2024-06-25T01:00Z,2024-06-25T01:30Z,224
2024-06-25T01:30Z,2024-06-25T02:00Z,224
2024-06-25T02:00Z,2024-06-25T02:30Z,227
2024-06-25T02:30Z,2024-06-25T03:00Z,239
2024-06-25T03:00Z,2024-06-25T03:30Z,245
2024-06-25T03:30Z,2024-06-25T04:00Z,261
2024-06-25T04:00Z,2024-06-25T04:30Z,271
2024-06-25T04:30Z,2024-06-25T05:00Z,275
2024-06-25T05:00Z,2024-06-25T05:30Z,270
2024-06-25T05:30Z,2024-06-25T06:00Z,257
2024-06-25T06:00Z,2024-06-25T06:30Z,254
2024-06-25T06:30Z,2024-06-25T07:00Z,246
2024-06-25T07:00Z,2024-06-25T07:30Z,234
2024-06-25T07:30Z,2024-06-25T08:00Z,227
2024-06-25T08:00Z,2024-06-25T08:30Z,227
2024-06-25T08:30Z,2024-06-25T09:00Z,217
2024-06-25T09:00Z,2024-06-25T09:30Z,202
2024-06-25T09:30Z,2024-06-25T10:00Z,189
2024-06-25T10:00Z,2024-06-25T10:30Z,185
2024-06-25T10:30Z,2024-06-25T11:00Z,183
2024-06-25T11:00Z,2024-06-25T11:30Z,185
2024-06-25T11:30Z,2024-06-25T12:00Z,186
2024-06-25T12:00Z,2024-06-25T12:30Z,187
2024-06-25T12:30Z,2024-06-25T13:00Z,195
2024-06-25T13:00Z,2024-06-25T13:30Z,196
2024-06-25T13:30Z,2024-06-25T14:00Z,194
2024-06-25T14:00Z,2024-06-25T14:30Z,200
2024-06-25T14:30Z,2024-06-25T15:00Z,203
2024-06-25T15:00Z,2024-06-25T15:30Z,210
2024-06-25T15:30Z,2024-06-25T16:00Z,223
2024-06-25T16:00Z,2024-06-25T16:30Z,231
2024-06-25T16:30Z,2024-06-25T17:00Z,246
2024-06-25T17:00Z,2024-06-25T17:30Z,252
2024-06-25T17:30Z,2024-06-25T18:00Z,254
2024-06-25T18:00Z,2024-06-25T18:30Z,255
2024-06-25T18:30Z,2024-06-25T19:00Z,259
2024-06-25T19:00Z,2024-06-25T19:30Z,266
2024-06-25T19:30Z,2024-06-25T20:00Z,267
2024-06-25T20:00Z,2024-06-25T20:30Z,272
2024-06-25T20:30Z,2024-06-25T21:00Z,274
2024-06-25T21:00Z,2024-06-25T21:30Z,270
2024-06-25T21:30Z,2024-06-25T22:00Z,261
2024-06-25T22:00Z,2024-06-25T22:30Z,260
2024-06-25T22:30Z,2024-06-25T23:00Z,265
2024-06-25T23:00Z,2024-06-25T23:30Z,275
2024-06-25T23:30Z,2024-06-26T00:00Z,277
2024-06-26T00:00Z,2024-06-26T00:30Z,274
2024-06-26T00:30Z,2024-06-26T01:00Z,269
2024-06-26T01:00Z,2024-06-26T01:30Z,272
2024-06-26T01:30Z,2024-06-26T02:00Z,264
2024-06-26T02:00Z,2024-06-26T02:30Z,265
2024-06-26T02:30Z,2024-06-26T03:00Z,267
2024-06-26T03:00Z,2024-06-26T03:30Z,268
2024-06-26T03:30Z,2024-06-26T04:00Z,270
2024-06-26T04:00Z,2024-06-26T04:30Z,274
2024-06-26T04:30Z,2024-06-26T05:00Z,273
2024-06-26T05:00Z,2024-06-26T05:30Z,275
2024-06-26T05:30Z,2024-06-26T06:00Z,255
2024-06-26T06:00Z,2024-06-26T06:30Z,250
2024-06-26T06:30Z,2024-06-26T07:00Z,231
2024-06-26T07:00Z,2024-06-26T07:30Z,224
2024-06-26T07:30Z,2024-06-26T08:00Z,208
2024-06-26T08:00Z,2024-06-26T08:30Z,212
2024-06-26T08:30Z,2024-06-26T09:00Z,203
2024-06-26T09:00Z,2024-06-26T09:30Z,196
2024-06-26T09:30Z,2024-06-26T10:00Z,193
2024-06-26T10:00Z,2024-06-26T10:30Z,185
2024-06-26T10:30Z,2024-06-26T11:00Z,192
2024-06-26T11:00Z,2024-06-26T11:30Z,176
2024-06-26T11:30Z,2024-06-26T12:00Z,180
2024-06-26T12:00Z,2024-06-26T12:30Z,174
2024-06-26T12:30Z,2024-06-26T13:00Z,187
2024-06-26T13:00Z,2024-06-26T13:30Z,184
2024-06-26T13:30Z,2024-06-26T14:00Z,205
2024-06-26T14:00Z,2024-06-26T14:30Z,206
2024-06-26T14:30Z,2024-06-26T15:00Z,227
2024-06-26T15:00Z,2024-06-26T15:30Z,232
2024-06-26T15:30Z,2024-06-26T16:00Z,264
2024-06-26T16:00Z,2024-06-26T16:30Z,257
2024-06-26T16:30Z,2024-06-26T17:00Z,277
2024-06-26T17:00Z,2024-06-26T17:30Z,283
2024-06-26T17:30Z,2024-06-26T18:00Z,294
2024-06-26T18:00Z,2024-06-26T18:30Z,299
2024-06-26T18:30Z,2024-06-26T19:00Z,300
2024-06-26T19:00Z,2024-06-26T19:30Z,305
2024-06-26T19:30Z,2024-06-26T20:00Z,292
2024-06-26T20:00Z,2024-06-26T20:30Z,295
2024-06-26T20:30Z,2024-06-26T21:00Z,288
2024-06-26T21:00Z,2024-06-26T21:30Z,273
2024-06-26T21:30Z,2024-06-26T22:00Z,257
2024-06-26T22:00Z,2024-06-26T22:30Z,232
2024-06-26T22:30Z,2024-06-26T23:00Z,213
2024-06-26T23:00Z,2024-06-26T23:30Z,192
2024-06-26T23:30Z,2024-06-27T00:00Z,183
2024-06-27T00:00Z,2024-06-27T00:30Z,180
2024-06-27T00:30Z,2024-06-27T01:00Z,181
2024-06-27T01:00Z,2024-06-27T01:30Z,172
2024-06-27T01:30Z,2024-06-27T02:00Z,184
2024-06-27T02:00Z,2024-06-27T02:30Z,182
2024-06-27T02:30Z,2024-06-27T03:00Z,193
2024-06-27T03:00Z,2024-06-27T03:30Z,198
2024-06-27T03:30Z,2024-06-27T04:00Z,211
2024-06-27T04:00Z,2024-06-27T04:30Z,210
2024-06-27T04:30Z,2024-06-27T05:00Z,211
2024-06-27T05:00Z,2024-06-27T05:30Z,208
2024-06-27T05:30Z,2024-06-27T06:00Z,203
2024-06-27T06:00Z,2024-06-27T06:30Z,208
2024-06-27T06:30Z,2024-06-27T07:00Z,192
2024-06-27T07:00Z,2024-06-27T07:30Z,182
2024-06-27T07:30Z,2024-06-27T08:00Z,163
2024-06-27T08:00Z,2024-06-27T08:30Z,144
2024-06-27T08:30Z,2024-06-27T09:00Z,139
2024-06-27T09:00Z,2024-06-27T09:30Z,119
2024-06-27T09:30Z,2024-06-27T10:00Z,110
2024-06-27T10:00Z,2024-06-27T10:30Z,109
2024-06-27T10:30Z,2024-06-27T11:00Z,107
2024-06-27T11:00Z,2024-06-27T11:30Z,88
2024-06-27T11:30Z,2024-06-27T12:00Z,81
2024-06-27T12:00Z,2024-06-27T12:30Z,79
2024-06-27T12:30Z,2024-06-27T13:00Z,87
2024-06-27T13:00Z,2024-06-27T13:30Z,87
2024-06-27T13:30Z,2024-06-27T14:00Z,89
2024-06-27T14:00Z,2024-06-27T14:30Z,89
2024-06-27T14:30Z,2024-06-27T15:00Z,91
2024-06-27T15:00Z,2024-06-27T15:30Z,100
2024-06-27T15:30Z,2024-06-27T16:00Z,112
2024-06-27T16:00Z,2024-06-27T16:30Z,123
2024-06-27T16:30Z,2024-06-27T17:00Z,130
2024-06-27T17:00Z,2024-06-27T17:30Z,140
2024-06-27T17:30Z,2024-06-27T18:00Z,147
2024-06-27T18:00Z,2024-06-27T18:30Z,149
2024-06-27T18:30Z,2024-06-27T19:00Z,150
2024-06-27T19:00Z,2024-06-27T19:30Z,155
2024-06-27T19:30Z,2024-06-27T20:00Z,158
2024-06-27T20:00Z,2024-06-27T20:30Z,158
2024-06-27T20:30Z,2024-06-27T21:00Z,151
2024-06-27T21:00Z,2024-06-27T21:30Z,133
2024-06-27T21:30Z,2024-06-27T22:00Z,125
2024-06-27T22:00Z,2024-06-27T22:30Z,111
2024-06-27T22:30Z,2024-06-27T23:00Z,115
2024-06-27T23:00Z,2024-06-27T23:30Z,108
2024-06-27T23:30Z,2024-06-28T00:00Z,115
2024-06-27T23:30Z,2024-06-28T00:00Z,115
2024-06-28T00:00Z,2024-06-28T00:30Z,111
2024-06-28T00:30Z,2024-06-28T01:00Z,107
2024-06-28T01:00Z,2024-06-28T01:30Z,103
2024-06-28T01:30Z,2024-06-28T02:00Z,92
2024-06-28T02:00Z,2024-06-28T02:30Z,95
2024-06-28T02:30Z,2024-06-28T03:00Z,97
2024-06-28T03:00Z,2024-06-28T03:30Z,97
2024-06-28T03:30Z,2024-06-28T04:00Z,107
2024-06-28T04:00Z,2024-06-28T04:30Z,123
2024-06-28T04:30Z,2024-06-28T05:00Z,125
2024-06-28T05:00Z,2024-06-28T05:30Z,132
2024-06-28T05:30Z,2024-06-28T06:00Z,127
2024-06-28T06:00Z,2024-06-28T06:30Z,132
2024-06-28T06:30Z,2024-06-28T07:00Z,137
2024-06-28T07:00Z,2024-06-28T07:30Z,133
2024-06-28T07:30Z,2024-06-28T08:00Z,117
2024-06-28T08:00Z,2024-06-28T08:30Z,119
2024-06-28T08:30Z,2024-06-28T09:00Z,109
2024-06-28T09:00Z,2024-06-28T09:30Z,110
2024-06-28T09:30Z,2024-06-28T10:00Z,99
2024-06-28T10:00Z,2024-06-28T10:30Z,98
2024-06-28T10:30Z,2024-06-28T11:00Z,94
2024-06-28T11:00Z,2024-06-28T11:30Z,93
2024-06-28T11:30Z,2024-06-28T12:00Z,94
2024-06-28T12:00Z,2024-06-28T12:30Z,92
2024-06-28T12:30Z,2024-06-28T13:00Z,100
2024-06-28T13:00Z,2024-06-28T13:30Z,100
2024-06-28T13:30Z,2024-06-28T14:00Z,99
2024-06-28T14:00Z,2024-06-28T14:30Z,101
2024-06-28T14:30Z,2024-06-28T15:00Z,101
2024-06-28T15:00Z,2024-06-28T15:30Z,122
2024-06-28T15:30Z,2024-06-28T16:00Z,134
2024-06-28T16:00Z,2024-06-28T16:30Z,141
2024-06-28T16:30Z,2024-06-28T17:00Z,139
2024-06-28T17:00Z,2024-06-28T17:30Z,167
2024-06-28T17:30Z,2024-06-28T18:00Z,184
2024-06-28T18:00Z,2024-06-28T18:30Z,208
2024-06-28T18:30Z,2024-06-28T19:00Z,219
2024-06-28T19:00Z,2024-06-28T19:30Z,224
2024-06-28T19:30Z,2024-06-28T20:00Z,236
2024-06-28T20:00Z,2024-06-28T20:30Z,237
2024-06-28T20:30Z,2024-06-28T21:00Z,234
2024-06-28T21:00Z,2024-06-28T21:30Z,241
2024-06-28T21:30Z,2024-06-28T22:00Z,242
2024-06-28T22:00Z,2024-06-28T22:30Z,236
2024-06-28T22:30Z,2024-06-28T23:00Z,232
2024-06-28T23:00Z,2024-06-28T23:30Z,213
2024-06-28T23:30Z,2024-06-29T00:00Z,211
2024-06-29T00:00Z,2024-06-29T00:30Z,200
2024-06-29T00:30Z,2024-06-29T01:00Z,198
2024-06-29T01:00Z,2024-06-29T01:30Z,190
2024-06-29T01:30Z,2024-06-29T02:00Z,184
2024-06-29T02:00Z,2024-06-29T02:30Z,195
2024-06-29T02:30Z,2024-06-29T03:00Z,201
2024-06-29T03:00Z,2024-06-29T03:30Z,189
2024-06-29T03:30Z,2024-06-29T04:00Z,189
2024-06-29T04:00Z,2024-06-29T04:30Z,184
2024-06-29T04:30Z,2024-06-29T05:00Z,165
2024-06-29T05:00Z,2024-06-29T05:30Z,162
2024-06-29T05:30Z,2024-06-29T06:00Z,145
2024-06-29T06:00Z,2024-06-29T06:30Z,149
2024-06-29T06:30Z,2024-06-29T07:00Z,151
2024-06-29T07:00Z,2024-06-29T07:30Z,158
2024-06-29T07:30Z,2024-06-29T08:00Z,156
2024-06-29T08:00Z,2024-06-29T08:30Z,156
2024-06-29T08:30Z,2024-06-29T09:00Z,151
2024-06-29T09:00Z,2024-06-29T09:30Z,134
2024-06-29T09:30Z,2024-06-29T10:00Z,121
2024-06-29T10:00Z,2024-06-29T10:30Z,112
2024-06-29T10:30Z,2024-06-29T11:00Z,103
2024-06-29T11:00Z,2024-06-29T11:30Z,101
2024-06-29T11:30Z,2024-06-29T12:00Z,95
2024-06-29T12:00Z,2024-06-29T12:30Z,91
2024-06-29T12:30Z,2024-06-29T13:00Z,97
2024-06-29T13:00Z,2024-06-29T13:30Z,100
2024-06-29T13:30Z,2024-06-29T14:00Z,104
2024-06-29T14:00Z,2024-06-29T14:30Z,125
2024-06-29T14:30Z,2024-06-29T15:00Z,142
2024-06-29T15:00Z,2024-06-29T15:30Z,179
2024-06-29T15:30Z,2024-06-29T16:00Z,233
2024-06-29T16:00Z,2024-06-29T16:30Z,256
2024-06-29T16:30Z,2024-06-29T17:00Z,274
2024-06-29T17:00Z,2024-06-29T17:30Z,277
2024-06-29T17:30Z,2024-06-29T18:00Z,275
2024-06-29T18:00Z,2024-06-29T18:30Z,280
2024-06-29T18:30Z,2024-06-29T19:00Z,278
2024-06-29T19:00Z,2024-06-29T19:30Z,280
2024-06-29T19:30Z,2024-06-29T20:00Z,282
2024-06-29T20:00Z,2024-06-29T20:30Z,289
2024-06-29T20:30Z,2024-06-29T21:00Z,283
2024-06-29T21:00Z,2024-06-29T21:30Z,265
2024-06-29T21:30Z,2024-06-29T22:00Z,237
2024-06-29T22:00Z,2024-06-29T22:30Z,208
2024-06-29T22:30Z,2024-06-29T23:00Z,208
2024-06-29T23:00Z,2024-06-29T23:30Z,192
2024-06-29T23:30Z,2024-06-30T00:00Z,187
2024-06-30T00:00Z,2024-06-30T00:30Z,177
2024-06-30T00:30Z,2024-06-30T01:00Z,182
2024-06-30T01:00Z,2024-06-30T01:30Z,183
2024-06-30T01:30Z,2024-06-30T02:00Z,193
2024-06-30T02:00Z,2024-06-30T02:30Z,189
2024-06-30T02:30Z,2024-06-30T03:00Z,183
2024-06-30T03:00Z,2024-06-30T03:30Z,179
2024-06-30T03:30Z,2024-06-30T04:00Z,171
2024-06-30T04:00Z,2024-06-30T04:30Z,170
2024-06-30T04:30Z,2024-06-30T05:00Z,175
2024-06-30T05:00Z,2024-06-30T05:30Z,175
2024-06-30T05:30Z,2024-06-30T06:00Z,181
2024-06-30T06:00Z,2024-06-30T06:30Z,164
2024-06-30T06:30Z,2024-06-30T07:00Z,150
2024-06-30T07:00Z,2024-06-30T07:30Z,147
2024-06-30T07:30Z,2024-06-30T08:00Z,143
2024-06-30T08:00Z,2024-06-30T08:30Z,142
2024-06-30T08:30Z,2024-06-30T09:00Z,141
2024-06-30T09:00Z,2024-06-30T09:30Z,146
2024-06-30T09:30Z,2024-06-30T10:00Z,141
2024-06-30T10:00Z,2024-06-30T10:30Z,141
2024-06-30T10:30Z,2024-06-30T11:00Z,131
2024-06-30T11:00Z,2024-06-30T11:30Z,131
2024-06-30T11:30Z,2024-06-30T12:00Z,135
2024-06-30T12:00Z,2024-06-30T12:30Z,136
2024-06-30T12:30Z,2024-06-30T13:00Z,139
2024-06-30T13:00Z,2024-06-30T13:30Z,147
2024-06-30T13:30Z,2024-06-30T14:00Z,169
2024-06-30T14:00Z,2024-06-30T14:30Z,181
2024-06-30T14:30Z,2024-06-30T15:00Z,204
2024-06-30T15:00Z,2024-06-30T15:30Z,219
2024-06-30T15:30Z,2024-06-30T16:00Z,250
2024-06-30T16:00Z,2024-06-30T16:30Z,261
2024-06-30T16:30Z,2024-06-30T17:00Z,265
2024-06-30T17:00Z,2024-06-30T17:30Z,248
2024-06-30T17:30Z,2024-06-30T18:00Z,248
2024-06-30T18:00Z,2024-06-30T18:30Z,253
2024-06-30T18:30Z,2024-06-30T19:00Z,268
2024-06-30T19:00Z,2024-06-30T19:30Z,273
2024-06-30T19:30Z,2024-06-30T20:00Z,280
2024-06-30T20:00Z,2024-06-30T20:30Z,276
2024-06-30T20:30Z,2024-06-30T21:00Z,275
2024-06-30T21:00Z,2024-06-30T21:30Z,262
2024-06-30T21:30Z,2024-06-30T22:00Z,252
2024-06-30T22:00Z,2024-06-30T22:30Z,238
2024-06-30T22:30Z,2024-06-30T23:00Z,226
2024-06-30T23:00Z,2024-06-30T23:30Z,217
2024-06-30T23:30Z,2024-07-01T00:00Z,219
