Interval Start,Octopus Agile (Apr 24) Price (p/kWh),Octopus Agile (Apr 24) Price (p/kWh),Consumption,Octopus Agile (Apr 24) Cost (p),Octopus Agile (Apr 24) Cost (p),Carbon Intensity (gCO2/kWh),Carbon Footprint(gCO2)
2024-06-20T15:00:00+01:00,14.28,14.28,0.108,1.5422399999999998,1.5422399999999998,122,13.176,
2024-06-20T15:30:00+01:00,15.309,15.309,0.044,0.673596,0.673596,127,5.588,
2024-06-20T16:00:00+01:00,28.35,28.35,0.046,1.3041,1.3041,133,6.118,
2024-06-20T16:30:00+01:00,28.98,28.98,0.109,3.15882,3.15882,141,15.369,
2024-06-20T17:00:00+01:00,31.0275,31.0275,0.109,3.3819974999999998,3.3819974999999998,148,16.132,
2024-06-20T17:30:00+01:00,32.34,32.34,0.335,10.833900000000002,10.833900000000002,154,51.59,
2024-06-20T18:00:00+01:00,34.608,34.608,0.078,2.6994239999999996,2.6994239999999996,159,12.402,
2024-06-20T18:30:00+01:00,35.049,35.049,0.083,2.9090670000000003,2.9090670000000003,163,13.529,
2024-06-20T19:00:00+01:00,22.827,22.827,0.094,2.145738,2.145738,168,15.792,
2024-06-20T19:30:00+01:00,22.512,22.512,0.096,2.161152,2.161152,175,16.8,
2024-06-20T20:00:00+01:00,22.68,22.68,0.117,2.65356,2.65356,179,20.943,
2024-06-20T20:30:00+01:00,22.029,22.029,0.116,2.555364,2.555364,180,20.880000000000003,
2024-06-20T21:00:00+01:00,21.126,21.126,0.211,4.457586,4.457586,178,37.558,
2024-06-20T21:30:00+01:00,19.614,19.614,0.108,2.118312,2.118312,182,19.656,
2024-06-20T22:00:00+01:00,19.908,19.908,0.102,2.030616,2.030616,176,17.951999999999998,
2024-06-20T22:30:00+01:00,17.22,17.22,0.098,1.68756,1.68756,153,14.994,
2024-06-20T23:00:00+01:00,16.59,16.59,0.187,3.10233,3.10233,138,25.806,
2024-06-20T23:30:00+01:00,18.627,18.627,0.261,4.861647,4.861647,136,35.496,
2024-06-21T00:00:00+01:00,17.892,17.892,0.3,5.3675999999999995,5.3675999999999995,128,38.4,
2024-06-21T00:30:00+01:00,17.262,17.262,0.243,4.194666,4.194666,122,29.646,
2024-06-21T01:00:00+01:00,16.569,16.569,0.237,3.9268529999999995,3.9268529999999995,118,27.965999999999998,
2024-06-21T01:30:00+01:00,17.22,17.22,0.246,4.23612,4.23612,113,27.798,
2024-06-21T02:00:00+01:00,15.309,15.309,0.229,3.505761,3.505761,105,24.045,
2024-06-21T02:30:00+01:00,14.952,14.952,0.194,2.900688,2.900688,101,19.594,
2024-06-21T03:00:00+01:00,14.805,14.805,0.202,2.99061,2.99061,102,20.604000000000003,
2024-06-21T03:30:00+01:00,14.889,14.889,0.191,2.8437989999999997,2.8437989999999997,104,19.864,
2024-06-21T04:00:00+01:00,15.183,15.183,0.217,3.294711,3.294711,104,22.568,
2024-06-21T04:30:00+01:00,14.595,14.595,0.238,3.47361,3.47361,116,27.607999999999997,
2024-06-21T05:00:00+01:00,16.338,16.338,0.058,0.9476040000000001,0.9476040000000001,120,6.96,
2024-06-21T05:30:00+01:00,16.947,16.947,0.058,0.982926,0.982926,119,6.902,
2024-06-21T06:00:00+01:00,19.593,19.593,0.201,3.938193,3.938193,122,24.522000000000002,
2024-06-21T06:30:00+01:00,21,21,0.25,5.25,5.25,127,31.75,
2024-06-21T07:00:00+01:00,19.824,19.824,0.26,5.154240000000001,5.154240000000001,127,33.02,
2024-06-21T07:30:00+01:00,21.315,21.315,0.165,3.5169750000000004,3.5169750000000004,117,19.305,
2024-06-21T08:00:00+01:00,19.824,19.824,0.158,3.1321920000000003,3.1321920000000003,109,17.222,
2024-06-21T08:30:00+01:00,19.0785,19.0785,0.189,3.6058364999999997,3.6058364999999997,99,18.711,
2024-06-21T09:00:00+01:00,18.228,18.228,0.187,3.4086360000000004,3.4086360000000004,91,17.017,
2024-06-21T09:30:00+01:00,16.38,16.38,0.175,2.8665,2.8665,79,13.825,
2024-06-21T10:00:00+01:00,14.7,14.7,0.185,2.7195,2.7195,71,13.135,
2024-06-21T10:30:00+01:00,15.204,15.204,0.204,3.101616,3.101616,64,13.056,
2024-06-21T11:00:00+01:00,15.12,15.12,0.192,2.90304,2.90304,58,11.136000000000001,
2024-06-21T11:30:00+01:00,14.385,14.385,0.172,2.47422,2.47422,54,9.287999999999998,
2024-06-21T12:00:00+01:00,13.86,13.86,0.214,2.96604,2.96604,47,10.058,
2024-06-21T12:30:00+01:00,13.23,13.23,0.178,2.35494,2.35494,48,8.544,
2024-06-21T13:00:00+01:00,13.104,13.104,0.059,0.7731359999999999,0.7731359999999999,47,2.7729999999999997,
2024-06-21T13:30:00+01:00,12.726,12.726,0.055,0.69993,0.69993,47,2.585,
2024-06-21T14:00:00+01:00,12.768,12.768,0.056,0.7150080000000001,0.7150080000000001,43,2.408,
2024-06-21T14:30:00+01:00,12.6,12.6,0.041,0.5166000000000001,0.5166000000000001,39,1.599,
2024-06-21T15:00:00+01:00,13.23,13.23,0.018,0.23814,0.23814,41,0.738,
2024-06-21T15:30:00+01:00,14.7,14.7,0.02,0.294,0.294,44,0.88,
2024-06-21T16:00:00+01:00,27.615,27.615,0.047,1.2979049999999999,1.2979049999999999,55,2.585,
2024-06-21T16:30:00+01:00,29.715,29.715,0.054,1.6046099999999999,1.6046099999999999,68,3.672,
2024-06-21T17:00:00+01:00,29.4,29.4,0.051,1.4993999999999998,1.4993999999999998,77,3.9269999999999996,
2024-06-21T17:30:00+01:00,29.736,29.736,0.053,1.576008,1.576008,86,4.558,
2024-06-21T18:00:00+01:00,30.996,30.996,0.085,2.6346600000000002,2.6346600000000002,87,7.3950000000000005,
2024-06-21T18:30:00+01:00,31.206,31.206,0.25,7.8015,7.8015,84,21,
2024-06-21T19:00:00+01:00,19.95,19.95,0.062,1.2368999999999999,1.2368999999999999,93,5.766,
2024-06-21T19:30:00+01:00,19.74,19.74,0.078,1.53972,1.53972,97,7.566,
2024-06-21T20:00:00+01:00,19.152,19.152,0.089,1.704528,1.704528,98,8.722,
2024-06-21T20:30:00+01:00,18.585,18.585,0.2,3.7170000000000005,3.7170000000000005,100,20,
2024-06-21T21:00:00+01:00,19.74,19.74,0.179,3.5334599999999994,3.5334599999999994,108,19.332,
2024-06-21T21:30:00+01:00,18.144,18.144,0.11,1.9958399999999998,1.9958399999999998,106,11.66,
2024-06-21T22:00:00+01:00,18.48,18.48,0.079,1.45992,1.45992,104,8.216,
2024-06-21T22:30:00+01:00,15.96,15.96,0.059,0.94164,0.94164,101,5.959,
2024-06-21T23:00:00+01:00,16.8,16.8,0.131,2.2008,2.2008,93,12.183,
2024-06-21T23:30:00+01:00,16.8,16.8,0.191,3.2088,3.2088,83,15.853,
2024-06-22T00:00:00+01:00,15.75,15.75,0.242,3.8114999999999997,3.8114999999999997,79,19.118,
2024-06-22T00:30:00+01:00,15.12,15.12,0.225,3.4019999999999997,3.4019999999999997,80,18,
2024-06-22T01:00:00+01:00,15.519,15.519,0.197,3.057243,3.057243,83,16.351,
2024-06-22T01:30:00+01:00,16.758,16.758,0.189,3.167262,3.167262,82,15.498,
2024-06-22T02:00:00+01:00,15.96,15.96,0.187,2.9845200000000003,2.9845200000000003,81,15.147,
2024-06-22T02:30:00+01:00,14.7,14.7,0.188,2.7636,2.7636,79,14.852,
2024-06-22T03:00:00+01:00,15.204,15.204,0.187,2.8431480000000002,2.8431480000000002,82,15.334,
2024-06-22T03:30:00+01:00,14.385,14.385,0.194,2.79069,2.79069,85,16.490000000000002,
2024-06-22T04:00:00+01:00,16.107,16.107,0.188,3.028116,3.028116,84,15.792,
2024-06-22T04:30:00+01:00,15.225,15.225,0.187,2.847075,2.847075,86,16.082,
2024-06-22T05:00:00+01:00,16.044,16.044,0.197,3.1606680000000003,3.1606680000000003,88,17.336000000000002,
2024-06-22T05:30:00+01:00,16.8,16.8,0.185,3.108,3.108,92,17.02,
2024-06-22T06:00:00+01:00,15.54,15.54,0.186,2.89044,2.89044,96,17.856,
2024-06-22T06:30:00+01:00,14.7,14.7,0.179,2.6313,2.6313,105,18.794999999999998,
2024-06-22T07:00:00+01:00,14.49,14.49,0.179,2.5937099999999997,2.5937099999999997,109,19.511,
2024-06-22T07:30:00+01:00,17.241,17.241,0.177,3.0516569999999996,3.0516569999999996,107,18.939,
2024-06-22T08:00:00+01:00,19.95,19.95,0.249,4.96755,4.96755,105,26.145,
2024-06-22T08:30:00+01:00,19.95,19.95,0.579,11.551049999999998,11.551049999999998,103,59.63699999999999,
2024-06-22T09:00:00+01:00,20.265,20.265,0.229,4.640685,4.640685,98,22.442,
2024-06-22T09:30:00+01:00,18.669,18.669,0.084,1.5681960000000001,1.5681960000000001,95,7.98,
2024-06-22T10:00:00+01:00,19.95,19.95,0.066,1.3167,1.3167,93,6.138,
2024-06-22T10:30:00+01:00,19.32,19.32,0.152,2.93664,2.93664,92,13.984,
2024-06-22T11:00:00+01:00,19.131,19.131,0.125,2.391375,2.391375,87,10.875,
2024-06-22T11:30:00+01:00,18.879,18.879,0.108,2.038932,2.038932,79,8.532,
2024-06-22T12:00:00+01:00,17.703,17.703,0.147,2.6023409999999996,2.6023409999999996,70,10.29,
2024-06-22T12:30:00+01:00,16.59,16.59,0.1,1.659,1.659,67,6.7,
2024-06-22T13:00:00+01:00,14.8785,14.8785,0.106,1.577121,1.577121,58,6.148,
2024-06-22T13:30:00+01:00,13.566,13.566,0.266,3.6085560000000005,3.6085560000000005,52,13.832,
2024-06-22T14:00:00+01:00,12.6,12.6,0.038,0.47879999999999995,0.47879999999999995,49,1.8619999999999999,
2024-06-22T14:30:00+01:00,12.6,12.6,0.427,5.380199999999999,5.380199999999999,51,21.777,
2024-06-22T15:00:00+01:00,12.6,12.6,0.092,1.1592,1.1592,50,4.6,
2024-06-22T15:30:00+01:00,12.6,12.6,0.063,0.7938,0.7938,53,3.339,
2024-06-22T16:00:00+01:00,25.2,25.2,0.151,3.8051999999999997,3.8051999999999997,57,8.607,
2024-06-22T16:30:00+01:00,26.565,26.565,0.088,2.33772,2.33772,63,5.544,
2024-06-22T17:00:00+01:00,25.62,25.62,0.053,1.35786,1.35786,76,4.028,
2024-06-22T17:30:00+01:00,30.03,30.03,0.134,4.02402,4.02402,79,10.586,
2024-06-22T18:00:00+01:00,31.5,31.5,0.063,1.9845,1.9845,91,5.733,
2024-06-22T18:30:00+01:00,31.5,31.5,0.072,2.268,2.268,96,6.911999999999999,
2024-06-22T19:00:00+01:00,19.74,19.74,0.342,6.75108,6.75108,106,36.252,
2024-06-22T19:30:00+01:00,19.74,19.74,0.169,3.33606,3.33606,111,18.759,
2024-06-22T20:00:00+01:00,19.404,19.404,0.303,5.879411999999999,5.879411999999999,113,34.239,
2024-06-22T20:30:00+01:00,18.69,18.69,0.093,1.7381700000000002,1.7381700000000002,116,10.788,
2024-06-22T21:00:00+01:00,18.858,18.858,0.101,1.9046580000000002,1.9046580000000002,118,11.918000000000001,
2024-06-22T21:30:00+01:00,17.913,17.913,0.123,2.203299,2.203299,118,14.514,
2024-06-22T22:00:00+01:00,16.128,16.128,0.124,1.999872,1.999872,107,13.268,
2024-06-22T22:30:00+01:00,14.7,14.7,0.116,1.7052,1.7052,90,10.440000000000001,
2024-06-22T23:00:00+01:00,17.22,17.22,0.122,2.10084,2.10084,78,9.516,
2024-06-22T23:30:00+01:00,18.06,18.06,0.095,1.7157,1.7157,74,7.03,
2024-06-23T00:00:00+01:00,14.7,14.7,0.103,1.5140999999999998,1.5140999999999998,73,7.518999999999999,
2024-06-23T00:30:00+01:00,14.7,14.7,0.077,1.1319,1.1319,71,5.467,
2024-06-23T01:00:00+01:00,15.792,15.792,0.062,0.979104,0.979104,72,4.464,
2024-06-23T01:30:00+01:00,15.666,15.666,0.123,1.926918,1.926918,70,8.61,
2024-06-23T02:00:00+01:00,15.435,15.435,0.05,0.77175,0.77175,67,3.35,
2024-06-23T02:30:00+01:00,13.86,13.86,0.026,0.36035999999999996,0.36035999999999996,72,1.8719999999999999,
2024-06-23T03:00:00+01:00,14.28,14.28,0.06,0.8567999999999999,0.8567999999999999,72,4.32,
2024-06-23T03:30:00+01:00,14.805,14.805,0.198,2.93139,2.93139,74,14.652000000000001,
2024-06-23T04:00:00+01:00,15.75,15.75,0.205,3.22875,3.22875,75,15.374999999999998,
2024-06-23T04:30:00+01:00,14.574,14.574,0.208,3.031392,3.031392,78,16.224,
2024-06-23T05:00:00+01:00,14.952,14.952,0.21,3.13992,3.13992,82,17.22,
2024-06-23T05:30:00+01:00,15.435,15.435,0.206,3.17961,3.17961,92,18.951999999999998,
2024-06-23T06:00:00+01:00,13.944,13.944,0.196,2.7330240000000003,2.7330240000000003,95,18.62,
2024-06-23T06:30:00+01:00,13.65,13.65,0.201,2.74365,2.74365,100,20.1,
2024-06-23T07:00:00+01:00,12.159,12.159,0.201,2.4439590000000004,2.4439590000000004,100,20.1,
2024-06-23T07:30:00+01:00,13.65,13.65,0.205,2.79825,2.79825,86,17.63,
2024-06-23T08:00:00+01:00,13.86,13.86,0.211,2.92446,2.92446,88,18.567999999999998,
2024-06-23T08:30:00+01:00,15.12,15.12,0.269,4.06728,4.06728,90,24.21,
2024-06-23T09:00:00+01:00,15.75,15.75,0.186,2.9295,2.9295,95,17.669999999999998,
2024-06-23T09:30:00+01:00,14.091,14.091,0.203,2.8604730000000003,2.8604730000000003,101,20.503,
2024-06-23T10:00:00+01:00,15.435,15.435,0.279,4.306365,4.306365,101,28.179000000000002,
2024-06-23T10:30:00+01:00,16.548,16.548,0.214,3.5412719999999998,3.5412719999999998,102,21.828,
2024-06-23T11:00:00+01:00,17.64,17.64,0.201,3.54564,3.54564,101,20.301000000000002,
2024-06-23T11:30:00+01:00,17.43,17.43,0.185,3.22455,3.22455,100,18.5,
2024-06-23T12:00:00+01:00,18.459,18.459,0.053,0.978327,0.978327,99,5.247,
2024-06-23T12:30:00+01:00,18.081,18.081,0.052,0.9402119999999999,0.9402119999999999,94,4.888,
2024-06-23T13:00:00+01:00,17.325,17.325,0.047,0.814275,0.814275,92,4.324,
2024-06-23T13:30:00+01:00,15.855,15.855,0.098,1.55379,1.55379,94,9.212,
2024-06-23T14:00:00+01:00,15.414,15.414,0.134,2.065476,2.065476,93,12.462000000000002,
2024-06-23T14:30:00+01:00,15.96,15.96,0.075,1.197,1.197,93,6.975,
2024-06-23T15:00:00+01:00,15.96,15.96,0.2,3.192,3.192,99,19.8,
2024-06-23T15:30:00+01:00,16.065,16.065,0.297,4.771305,4.771305,104,30.887999999999998,
2024-06-23T16:00:00+01:00,29.463,29.463,0.376,11.078088000000001,11.078088000000001,114,42.864,
2024-06-23T16:30:00+01:00,28.98,28.98,0.077,2.23146,2.23146,126,9.702,
2024-06-23T17:00:00+01:00,29.988,29.988,0.138,4.138344,4.138344,132,18.216,
2024-06-23T17:30:00+01:00,30.66,30.66,0.046,1.41036,1.41036,137,6.302,
2024-06-23T18:00:00+01:00,29.904,29.904,0.055,1.64472,1.64472,140,7.7,
2024-06-23T18:30:00+01:00,29.82,29.82,0.075,2.2365,2.2365,142,10.65,
2024-06-23T19:00:00+01:00,19.845,19.845,0.071,1.4089949999999998,1.4089949999999998,148,10.508,
2024-06-23T19:30:00+01:00,18.669,18.669,0.613,11.444097,11.444097,153,93.789,
2024-06-23T20:00:00+01:00,21,21,0.066,1.3860000000000001,1.3860000000000001,155,10.23,
2024-06-23T20:30:00+01:00,20.496,20.496,0.066,1.352736,1.352736,156,10.296000000000001,
2024-06-23T21:00:00+01:00,20.832,20.832,0.149,3.103968,3.103968,158,23.541999999999998,
2024-06-23T21:30:00+01:00,19.95,19.95,0.17,3.3915,3.3915,157,26.69,
2024-06-23T22:00:00+01:00,19.131,19.131,0.177,3.386187,3.386187,152,26.904,
2024-06-23T22:30:00+01:00,15.477,15.477,0.186,2.8787220000000002,2.8787220000000002,130,24.18,
2024-06-23T23:00:00+01:00,16.8,16.8,0.178,2.9904,2.9904,116,20.648,
2024-06-23T23:30:00+01:00,17.808,17.808,0.156,2.778048,2.778048,111,17.316,
2024-06-24T00:00:00+01:00,16.8,16.8,0.142,2.3855999999999997,2.3855999999999997,108,15.335999999999999,
2024-06-24T00:30:00+01:00,15.855,15.855,0.116,1.83918,1.83918,108,12.528,
2024-06-24T01:00:00+01:00,15.33,15.33,0.059,0.90447,0.90447,106,6.254,
2024-06-24T01:30:00+01:00,15.1725,15.1725,0.036,0.54621,0.54621,105,3.78,
2024-06-24T02:00:00+01:00,14.7,14.7,0.037,0.5438999999999999,0.5438999999999999,109,4.0329999999999995,
2024-06-24T02:30:00+01:00,14.7,14.7,0.069,1.0143,1.0143,108,7.452000000000001,
2024-06-24T03:00:00+01:00,15.309,15.309,0.07,1.07163,1.07163,110,7.700000000000001,
2024-06-24T03:30:00+01:00,14.553,14.553,0.08,1.1642400000000002,1.1642400000000002,113,9.040000000000001,
2024-06-24T04:00:00+01:00,15.666,15.666,0.074,1.159284,1.159284,110,8.139999999999999,
2024-06-24T04:30:00+01:00,15.393,15.393,0.071,1.092903,1.092903,116,8.235999999999999,
2024-06-24T05:00:00+01:00,16.8,16.8,0.065,1.092,1.092,124,8.06,
2024-06-24T05:30:00+01:00,17.64,17.64,0.06,1.0584,1.0584,140,8.4,
2024-06-24T06:00:00+01:00,18.795,18.795,0.06,1.1277000000000001,1.1277000000000001,148,8.879999999999999,
2024-06-24T06:30:00+01:00,19.677,19.677,0.055,1.082235,1.082235,143,7.865,
2024-06-24T07:00:00+01:00,16.8,16.8,0.028,0.47040000000000004,0.47040000000000004,148,4.144,
2024-06-24T07:30:00+01:00,19.572,19.572,0.077,1.5070439999999998,1.5070439999999998,143,11.011,
2024-06-24T08:00:00+01:00,19.11,19.11,0.046,0.87906,0.87906,139,6.394,
2024-06-24T08:30:00+01:00,18.7845,18.7845,0.07,1.3149150000000003,1.3149150000000003,136,9.520000000000001,
2024-06-24T09:00:00+01:00,18.48,18.48,0.082,1.51536,1.51536,132,10.824,
2024-06-24T09:30:00+01:00,16.737,16.737,0.087,1.4561189999999997,1.4561189999999997,128,11.136,
2024-06-24T10:00:00+01:00,15.981,15.981,0.075,1.198575,1.198575,126,9.45,
2024-06-24T10:30:00+01:00,16.38,16.38,0.077,1.2612599999999998,1.2612599999999998,124,9.548,
2024-06-24T11:00:00+01:00,16.884,16.884,0.082,1.3844880000000002,1.3844880000000002,123,10.086,
2024-06-24T11:30:00+01:00,16.128,16.128,0.05,0.8064,0.8064,119,5.95,
2024-06-24T12:00:00+01:00,16.8,16.8,0.062,1.0416,1.0416,119,7.378,
2024-06-24T12:30:00+01:00,16.338,16.338,0.203,3.3166140000000004,3.3166140000000004,115,23.345000000000002,
2024-06-24T13:00:00+01:00,15.54,15.54,0.344,5.345759999999999,5.345759999999999,112,38.528,
2024-06-24T13:30:00+01:00,15.456,15.456,0.114,1.761984,1.761984,113,12.882,
2024-06-24T14:00:00+01:00,14.679,14.679,0.068,0.9981720000000001,0.9981720000000001,113,7.684,
2024-06-24T14:30:00+01:00,14.469,14.469,0.053,0.7668569999999999,0.7668569999999999,126,6.678,
2024-06-24T15:00:00+01:00,15.12,15.12,0.035,0.5292,0.5292,130,4.550000000000001,
2024-06-24T15:30:00+01:00,15.12,15.12,0.042,0.63504,0.63504,135,5.67,
2024-06-24T16:00:00+01:00,27.552,27.552,0.074,2.0388479999999998,2.0388479999999998,143,10.581999999999999,
2024-06-24T16:30:00+01:00,28.056,28.056,0.075,2.1042,2.1042,142,10.65,
2024-06-24T17:00:00+01:00,29.106,29.106,0.078,2.270268,2.270268,152,11.856,
2024-06-24T17:30:00+01:00,29.736,29.736,0.079,2.349144,2.349144,155,12.245000000000001,
2024-06-24T18:00:00+01:00,35.28,35.28,0.206,7.2676799999999995,7.2676799999999995,166,34.196,
2024-06-24T18:30:00+01:00,34.86,34.86,0.072,2.5099199999999997,2.5099199999999997,176,12.671999999999999,
2024-06-24T19:00:00+01:00,23.1,23.1,0.088,2.0328,2.0328,180,15.84,
2024-06-24T19:30:00+01:00,22.512,22.512,0.067,1.508304,1.508304,183,12.261000000000001,
2024-06-24T20:00:00+01:00,22.47,22.47,0.059,1.3257299999999999,1.3257299999999999,186,10.974,
2024-06-24T20:30:00+01:00,22.008,22.008,0.088,1.9367039999999998,1.9367039999999998,186,16.368,
2024-06-24T21:00:00+01:00,21,21,0.268,5.628,5.628,180,48.24,
2024-06-24T21:30:00+01:00,20.0025,20.0025,0.173,3.4604325,3.4604325,165,28.544999999999998,
2024-06-24T22:00:00+01:00,16.968,16.968,0.212,3.597216,3.597216,158,33.496,
2024-06-24T22:30:00+01:00,15.456,15.456,0.118,1.8238079999999999,1.8238079999999999,149,17.582,
2024-06-24T23:00:00+01:00,16.086,16.086,0.152,2.4450719999999997,2.4450719999999997,140,21.28,
2024-06-24T23:30:00+01:00,15.75,15.75,0.133,2.0947500000000003,2.0947500000000003,138,18.354,
2024-06-25T00:00:00+01:00,14.175,14.175,0.124,1.7577,1.7577,137,16.988,
2024-06-25T00:30:00+01:00,13.86,13.86,0.06,0.8315999999999999,0.8315999999999999,136,8.16,
2024-06-25T01:00:00+01:00,14.175,14.175,0.067,0.9497250000000002,0.9497250000000002,135,9.045,
2024-06-25T01:30:00+01:00,14.532,14.532,0.092,1.336944,1.336944,136,12.512,
2024-06-25T02:00:00+01:00,14.175,14.175,0.081,1.1481750000000002,1.1481750000000002,136,11.016,
2024-06-25T02:30:00+01:00,14.07,14.07,0.075,1.05525,1.05525,138,10.35,
2024-06-25T03:00:00+01:00,13.23,13.23,0.075,0.99225,0.99225,141,10.575,
2024-06-25T03:30:00+01:00,12.684,12.684,0.119,1.5093959999999997,1.5093959999999997,147,17.493,
2024-06-25T04:00:00+01:00,16.443,16.443,0.112,1.8416160000000001,1.8416160000000001,151,16.912,
2024-06-25T04:30:00+01:00,15.225,15.225,0.029,0.441525,0.441525,167,4.843,
2024-06-25T05:00:00+01:00,17.8605,17.8605,0.032,0.5715359999999999,0.5715359999999999,177,5.664,
2024-06-25T05:30:00+01:00,16.8,16.8,0.039,0.6552,0.6552,181,7.059,
2024-06-25T06:00:00+01:00,19.95,19.95,0.065,1.29675,1.29675,180,11.700000000000001,
2024-06-25T06:30:00+01:00,22.071,22.071,0.065,1.4346150000000002,1.4346150000000002,169,10.985000000000001,
2024-06-25T07:00:00+01:00,18.669,18.669,0.121,2.258949,2.258949,171,20.691,
2024-06-25T07:30:00+01:00,22.68,22.68,0.073,1.6556399999999998,1.6556399999999998,167,12.190999999999999,
2024-06-25T08:00:00+01:00,19.32,19.32,0.121,2.33772,2.33772,159,19.239,
2024-06-25T08:30:00+01:00,18.207,18.207,0.052,0.946764,0.946764,155,8.06,
2024-06-25T09:00:00+01:00,18.396,18.396,0.038,0.699048,0.699048,152,5.776,
2024-06-25T09:30:00+01:00,16.8,16.8,0.038,0.6384,0.6384,149,5.662,
2024-06-25T10:00:00+01:00,15.183,15.183,0.15,2.27745,2.27745,146,21.9,
2024-06-25T10:30:00+01:00,14.91,14.91,0.085,1.2673500000000002,1.2673500000000002,143,12.155000000000001,
2024-06-25T11:00:00+01:00,15.435,15.435,0.594,9.16839,9.16839,136,80.78399999999999,
2024-06-25T11:30:00+01:00,15.393,15.393,0.463,7.126959,7.126959,128,59.264,
2024-06-25T12:00:00+01:00,15.645,15.645,0.237,3.7078649999999995,3.7078649999999995,128,30.336,
2024-06-25T12:30:00+01:00,15.456,15.456,0.048,0.741888,0.741888,127,6.096,
2024-06-25T13:00:00+01:00,15.288,15.288,0.296,4.5252479999999995,4.5252479999999995,129,38.184,
2024-06-25T13:30:00+01:00,15.183,15.183,0.18,2.7329399999999997,2.7329399999999997,133,23.939999999999998,
2024-06-25T14:00:00+01:00,15.099,15.099,0.086,1.298514,1.298514,134,11.524,
2024-06-25T14:30:00+01:00,15.141,15.141,0.106,1.604946,1.604946,137,14.522,
2024-06-25T15:00:00+01:00,15.183,15.183,0.084,1.2753720000000002,1.2753720000000002,141,11.844000000000001,
2024-06-25T15:30:00+01:00,15.876,15.876,0.072,1.1430719999999999,1.1430719999999999,146,10.511999999999999,
2024-06-25T16:00:00+01:00,28.707,28.707,0.06,1.72242,1.72242,154,9.24,
2024-06-25T16:30:00+01:00,30.828,30.828,0.065,2.00382,2.00382,162,10.530000000000001,
2024-06-25T17:00:00+01:00,30.45,30.45,0.049,1.49205,1.49205,168,8.232000000000001,
2024-06-25T17:30:00+01:00,32.193,32.193,0.042,1.352106,1.352106,173,7.266,
2024-06-25T18:00:00+01:00,34.839,34.839,0.257,8.953623,8.953623,176,45.232,
2024-06-25T18:30:00+01:00,34.587,34.587,0.076,2.6286120000000004,2.6286120000000004,175,13.299999999999999,
2024-06-25T19:00:00+01:00,24.276,24.276,0.31,7.52556,7.52556,180,55.8,
2024-06-25T19:30:00+01:00,23.646,23.646,0.107,2.530122,2.530122,181,19.367,
2024-06-25T20:00:00+01:00,22.176,22.176,0.089,1.9736639999999999,1.9736639999999999,184,16.375999999999998,
2024-06-25T20:30:00+01:00,21.231,21.231,0.076,1.613556,1.613556,189,14.363999999999999,
2024-06-25T21:00:00+01:00,19.887,19.887,0.096,1.9091520000000002,1.9091520000000002,190,18.240000000000002,
2024-06-25T21:30:00+01:00,18.9,18.9,0.1,1.89,1.89,187,18.7,
2024-06-25T22:00:00+01:00,17.85,17.85,0.128,2.2848,2.2848,181,23.168,
2024-06-25T22:30:00+01:00,15.729,15.729,0.102,1.6043579999999997,1.6043579999999997,177,18.054,
2024-06-25T23:00:00+01:00,18.69,18.69,0.137,2.5605300000000004,2.5605300000000004,168,23.016000000000002,
2024-06-25T23:30:00+01:00,18.9,18.9,0.105,1.9844999999999997,1.9844999999999997,165,17.325,
2024-06-26T00:00:00+01:00,17.22,17.22,0.106,1.8253199999999998,1.8253199999999998,166,17.596,
2024-06-26T00:30:00+01:00,16.7895,16.7895,0.071,1.1920545,1.1920545,166,11.786,
2024-06-26T01:00:00+01:00,16.4325,16.4325,0.049,0.8051925000000001,0.8051925000000001,167,8.183,
2024-06-26T01:30:00+01:00,16.7475,16.7475,0.068,1.13883,1.13883,164,11.152000000000001,
2024-06-26T02:00:00+01:00,17.178,17.178,0.071,1.219638,1.219638,166,11.786,
2024-06-26T02:30:00+01:00,15.96,15.96,0.08,1.2768000000000002,1.2768000000000002,166,13.280000000000001,
2024-06-26T03:00:00+01:00,16.8,16.8,0.062,1.0416,1.0416,166,10.292,
2024-06-26T03:30:00+01:00,15.96,15.96,0.062,0.9895200000000001,0.9895200000000001,166,10.292,
2024-06-26T04:00:00+01:00,17.346,17.346,0.061,1.058106,1.058106,166,10.126,
2024-06-26T04:30:00+01:00,15.792,15.792,0.061,0.963312,0.963312,168,10.248,
2024-06-26T05:00:00+01:00,17.808,17.808,0.06,1.0684799999999999,1.0684799999999999,171,10.26,
2024-06-26T05:30:00+01:00,18.48,18.48,0.064,1.18272,1.18272,173,11.072000000000001,
2024-06-26T06:00:00+01:00,20.37,20.37,0.157,3.19809,3.19809,177,27.789,
2024-06-26T06:30:00+01:00,22.869,22.869,0.024,0.548856,0.548856,177,4.248,
2024-06-26T07:00:00+01:00,20.16,20.16,0.094,1.89504,1.89504,173,16.262,
2024-06-26T07:30:00+01:00,22.512,22.512,0.039,0.877968,0.877968,171,6.669,
2024-06-26T08:00:00+01:00,19.95,19.95,0.063,1.25685,1.25685,164,10.332,
2024-06-26T08:30:00+01:00,19.32,19.32,0.063,1.21716,1.21716,156,9.828,
2024-06-26T09:00:00+01:00,18.48,18.48,0.106,1.95888,1.95888,149,15.793999999999999,
2024-06-26T09:30:00+01:00,16.905,16.905,0.286,4.83483,4.83483,144,41.184,
