Interval Start,Octopus Agile (Apr 24) Price (p/kWh),Octopus Agile (Apr 24) Price (p/kWh),Consumption,Octopus Agile (Apr 24) Cost (p),Octopus Agile (Apr 24) Cost (p),Carbon Intensity (gCO2/kWh),Carbon Footprint(gCO2)
2024-06-01T20:00:00+01:00,19.824,19.824,0.135,2.6762400000000004,2.6762400000000004,78,10.530000000000001,
2024-06-01T20:30:00+01:00,19.824,19.824,0.139,2.7555360000000007,2.7555360000000007,86,11.954,
2024-06-01T21:00:00+01:00,19.53,19.53,0.232,4.53096,4.53096,90,20.880000000000003,
2024-06-01T21:30:00+01:00,18.9,18.9,0.26,4.914,4.914,91,23.66,
2024-06-01T22:00:00+01:00,20.475,20.475,0.293,5.999175,5.999175,93,27.249,
2024-06-01T22:30:00+01:00,17.997,17.997,0.393,7.072821,7.072821,89,34.977000000000004,
2024-06-01T23:00:00+01:00,17.43,17.43,0.512,8.92416,8.92416,78,39.936,
2024-06-01T23:30:00+01:00,15.141,15.141,0.582,8.812062,8.812062,75,43.65,
2024-06-02T00:00:00+01:00,14.91,14.91,0.495,7.38045,7.38045,76,37.62,
2024-06-02T00:30:00+01:00,14.91,14.91,0.487,7.26117,7.26117,81,39.446999999999996,
2024-06-02T01:00:00+01:00,14.91,14.91,0.485,7.23135,7.23135,82,39.769999999999996,
2024-06-02T01:30:00+01:00,14.91,14.91,0.492,7.33572,7.33572,93,45.756,
2024-06-02T02:00:00+01:00,14.91,14.91,0.438,6.5305800000000005,6.5305800000000005,90,39.42,
2024-06-02T02:30:00+01:00,14.7,14.7,0.439,6.4533,6.4533,85,37.315,
2024-06-02T03:00:00+01:00,12.81,12.81,0.433,5.54673,5.54673,76,32.908,
2024-06-02T03:30:00+01:00,12.81,12.81,0.423,5.41863,5.41863,81,34.263,
2024-06-02T04:00:00+01:00,12.81,12.81,0.42,5.3802,5.3802,79,33.18,
2024-06-02T04:30:00+01:00,12.6,12.6,0.413,5.203799999999999,5.203799999999999,78,32.214,
2024-06-02T05:00:00+01:00,11.97,11.97,0.427,5.111190000000001,5.111190000000001,79,33.733,
2024-06-02T05:30:00+01:00,10.521,10.521,0.426,4.481946000000001,4.481946000000001,81,34.506,
2024-06-02T06:00:00+01:00,10.08,10.08,0.423,4.26384,4.26384,83,35.109,
2024-06-02T06:30:00+01:00,12.096,12.096,0.411,4.971456,4.971456,72,29.592,
2024-06-02T07:00:00+01:00,10.92,10.92,0.423,4.61916,4.61916,72,30.456,
2024-06-02T07:30:00+01:00,13.02,13.02,0.509,6.62718,6.62718,76,38.684,
2024-06-02T08:00:00+01:00,12.264,12.264,0.419,5.138616,5.138616,74,31.006,
2024-06-02T08:30:00+01:00,13.02,13.02,0.412,5.36424,5.36424,69,28.427999999999997,
2024-06-02T09:00:00+01:00,11.97,11.97,0.48,5.7456000000000005,5.7456000000000005,63,30.24,
2024-06-02T09:30:00+01:00,11.97,11.97,0.472,5.64984,5.64984,55,25.959999999999997,
2024-06-02T10:00:00+01:00,11.97,11.97,0.53,6.344100000000001,6.344100000000001,51,27.03,
2024-06-02T10:30:00+01:00,11.97,11.97,0.542,6.4877400000000005,6.4877400000000005,52,28.184,
2024-06-02T11:00:00+01:00,11.97,11.97,0.453,5.42241,5.42241,51,23.103,
2024-06-02T11:30:00+01:00,10.5,10.5,0.088,0.9239999999999999,0.9239999999999999,46,4.048,
2024-06-02T12:00:00+01:00,10.92,10.92,0.039,0.42588,0.42588,45,1.755,
2024-06-02T12:30:00+01:00,10.5,10.5,0.035,0.36750000000000005,0.36750000000000005,44,1.54,
2024-06-02T13:00:00+01:00,13.02,13.02,0.031,0.40362,0.40362,44,1.3639999999999999,
2024-06-02T13:30:00+01:00,10.521,10.521,0.033,0.34719300000000003,0.34719300000000003,44,1.452,
2024-06-02T14:00:00+01:00,10.5,10.5,0.037,0.38849999999999996,0.38849999999999996,44,1.628,
2024-06-02T14:30:00+01:00,10.5,10.5,0.088,0.9239999999999999,0.9239999999999999,44,3.872,
2024-06-02T15:00:00+01:00,10.5,10.5,0.038,0.39899999999999997,0.39899999999999997,46,1.748,
2024-06-02T15:30:00+01:00,10.521,10.521,0.061,0.641781,0.641781,53,3.233,
2024-06-02T16:00:00+01:00,23.1,23.1,0.037,0.8547,0.8547,59,2.183,
2024-06-02T16:30:00+01:00,25.62,25.62,0.042,1.07604,1.07604,69,2.898,
2024-06-02T17:00:00+01:00,29.736,29.736,0.026,0.7731359999999999,0.7731359999999999,83,2.158,
2024-06-02T17:30:00+01:00,31.374,31.374,0.034,1.066716,1.066716,93,3.1620000000000004,
2024-06-02T18:00:00+01:00,30.66,30.66,0.042,1.28772,1.28772,105,4.41,
2024-06-02T18:30:00+01:00,31.794,31.794,0.033,1.049202,1.049202,109,3.597,
2024-06-02T19:00:00+01:00,18.921,18.921,0.183,3.4625429999999997,3.4625429999999997,116,21.227999999999998,
2024-06-02T19:30:00+01:00,19.446,19.446,0.488,9.489648,9.489648,119,58.071999999999996,
2024-06-02T20:00:00+01:00,19.173,19.173,0.487,9.337250999999998,9.337250999999998,120,58.44,
2024-06-02T20:30:00+01:00,18.06,18.06,0.494,8.92164,8.92164,122,60.268,
2024-06-02T21:00:00+01:00,19.341,19.341,0.469,9.070929,9.070929,122,57.217999999999996,
2024-06-02T21:30:00+01:00,18.48,18.48,0.537,9.923760000000001,9.923760000000001,121,64.977,
2024-06-02T22:00:00+01:00,18.48,18.48,0.534,9.86832,9.86832,118,63.012,
2024-06-02T22:30:00+01:00,17.745,17.745,0.511,9.067695,9.067695,107,54.677,
2024-06-02T23:00:00+01:00,17.22,17.22,0.536,9.22992,9.22992,93,49.848000000000006,
2024-06-02T23:30:00+01:00,16.8,16.8,0.497,8.3496,8.3496,90,44.73,
2024-06-03T00:00:00+01:00,15.876,15.876,0.487,7.731611999999999,7.731611999999999,86,41.882,
2024-06-03T00:30:00+01:00,15.456,15.456,0.498,7.697088,7.697088,99,49.302,
2024-06-03T01:00:00+01:00,14.448,14.448,0.466,6.732768000000001,6.732768000000001,94,43.804,
2024-06-03T01:30:00+01:00,14.448,14.448,0.442,6.386016000000001,6.386016000000001,95,41.99,
2024-06-03T02:00:00+01:00,13.44,13.44,0.438,5.8867199999999995,5.8867199999999995,93,40.734,
2024-06-03T02:30:00+01:00,13.44,13.44,0.443,5.95392,5.95392,86,38.098,
2024-06-03T03:00:00+01:00,13.44,13.44,0.438,5.8867199999999995,5.8867199999999995,86,37.668,
2024-06-03T03:30:00+01:00,12.831,12.831,0.433,5.555823,5.555823,90,38.97,
2024-06-03T04:00:00+01:00,13.881,13.881,0.432,5.996592,5.996592,94,40.608,
2024-06-03T04:30:00+01:00,13.104,13.104,0.432,5.660927999999999,5.660927999999999,99,42.768,
2024-06-03T05:00:00+01:00,14.07,14.07,0.426,5.99382,5.99382,102,43.452,
2024-06-03T05:30:00+01:00,14.889,14.889,0.423,6.2980469999999995,6.2980469999999995,106,44.838,
2024-06-03T06:00:00+01:00,16.8,16.8,0.429,7.2072,7.2072,119,51.051,
2024-06-03T06:30:00+01:00,18.879,18.879,0.517,9.760443,9.760443,125,64.625,
2024-06-03T07:00:00+01:00,20.685,20.685,0.427,8.832495,8.832495,132,56.364,
2024-06-03T07:30:00+01:00,24.57,24.57,0.426,10.46682,10.46682,131,55.806,
2024-06-03T08:00:00+01:00,19.74,19.74,0.429,8.468459999999999,8.468459999999999,130,55.769999999999996,
2024-06-03T08:30:00+01:00,20.16,20.16,0.432,8.70912,8.70912,131,56.592,
2024-06-03T09:00:00+01:00,18.27,18.27,0.425,7.764749999999999,7.764749999999999,135,57.375,
2024-06-03T09:30:00+01:00,17.136,17.136,0.124,2.124864,2.124864,132,16.368,
2024-06-03T10:00:00+01:00,18.144,18.144,0.155,2.8123199999999997,2.8123199999999997,127,19.685,
2024-06-03T10:30:00+01:00,18.06,18.06,0.033,0.59598,0.59598,126,4.158,
2024-06-03T11:00:00+01:00,17.22,17.22,0.038,0.6543599999999999,0.6543599999999999,128,4.864,
2024-06-03T11:30:00+01:00,16.527,16.527,0.034,0.561918,0.561918,127,4.3180000000000005,
2024-06-03T12:00:00+01:00,16.506,16.506,0.029,0.47867400000000004,0.47867400000000004,127,3.6830000000000003,
2024-06-03T12:30:00+01:00,15.75,15.75,0.051,0.8032499999999999,0.8032499999999999,127,6.476999999999999,
2024-06-03T13:00:00+01:00,15.33,15.33,0.049,0.75117,0.75117,125,6.125,
2024-06-03T13:30:00+01:00,15.12,15.12,0.047,0.7106399999999999,0.7106399999999999,122,5.734,
2024-06-03T14:00:00+01:00,15.12,15.12,0.038,0.57456,0.57456,119,4.522,
2024-06-03T14:30:00+01:00,14.532,14.532,0.037,0.5376839999999999,0.5376839999999999,119,4.403,
2024-06-03T15:00:00+01:00,15.0885,15.0885,0.041,0.6186285,0.6186285,120,4.92,
2024-06-03T15:30:00+01:00,15.981,15.981,0.11,1.75791,1.75791,126,13.86,
2024-06-03T16:00:00+01:00,28.098,28.098,0.028,0.786744,0.786744,133,3.724,
2024-06-03T16:30:00+01:00,29.862,29.862,0.03,0.8958599999999999,0.8958599999999999,139,4.17,
2024-06-03T17:00:00+01:00,32.823,32.823,0.027,0.886221,0.886221,151,4.077,
2024-06-03T17:30:00+01:00,31.5,31.5,0.037,1.1655,1.1655,159,5.883,
2024-06-03T18:00:00+01:00,34.608,34.608,0.023,0.7959839999999999,0.7959839999999999,164,3.772,
2024-06-03T18:30:00+01:00,33.81,33.81,0.218,7.37058,7.37058,167,36.406,
2024-06-03T19:00:00+01:00,24.78,24.78,0.375,9.2925,9.2925,169,63.375,
2024-06-03T19:30:00+01:00,23.52,23.52,0.495,11.6424,11.6424,174,86.13,
2024-06-03T20:00:00+01:00,23.31,23.31,0.661,15.40791,15.40791,172,113.69200000000001,
2024-06-03T20:30:00+01:00,22.869,22.869,0.487,11.137203,11.137203,169,82.303,
2024-06-03T21:00:00+01:00,21.63,21.63,0.494,10.68522,10.68522,166,82.004,
2024-06-03T21:30:00+01:00,19.803,19.803,0.565,11.188695,11.188695,155,87.57499999999999,
2024-06-03T22:00:00+01:00,19.488,19.488,0.46,8.96448,8.96448,147,67.62,
2024-06-03T22:30:00+01:00,17.64,17.64,0.459,8.09676,8.09676,123,56.457,
2024-06-03T23:00:00+01:00,18.69,18.69,0.486,9.08334,9.08334,106,51.516,
2024-06-03T23:30:00+01:00,20.16,20.16,0.507,10.22112,10.22112,102,51.714,
2024-06-04T00:00:00+01:00,17.913,17.913,0.477,8.544501,8.544501,96,45.792,
2024-06-04T00:30:00+01:00,17.598,17.598,0.451,7.936698,7.936698,93,41.943,
2024-06-04T01:00:00+01:00,17.304,17.304,0.447,7.734888,7.734888,91,40.677,
2024-06-04T01:30:00+01:00,16.968,16.968,0.168,2.8506240000000003,2.8506240000000003,91,15.288,
2024-06-04T02:00:00+01:00,15.645,15.645,0.033,0.516285,0.516285,81,2.673,
2024-06-04T02:30:00+01:00,14.28,14.28,0.026,0.37127999999999994,0.37127999999999994,78,2.028,
2024-06-04T03:00:00+01:00,13.272,13.272,0.026,0.345072,0.345072,79,2.054,
2024-06-04T03:30:00+01:00,11.97,11.97,0.027,0.32319000000000003,0.32319000000000003,88,2.376,
2024-06-04T04:00:00+01:00,14.742,14.742,0.028,0.41277600000000003,0.41277600000000003,91,2.548,
2024-06-04T04:30:00+01:00,13.65,13.65,0.029,0.39585000000000004,0.39585000000000004,93,2.697,
2024-06-04T05:00:00+01:00,15.12,15.12,0.033,0.49896,0.49896,97,3.201,
2024-06-04T05:30:00+01:00,15.603,15.603,0.033,0.514899,0.514899,96,3.168,
2024-06-04T06:00:00+01:00,20.181,20.181,0.028,0.565068,0.565068,100,2.8000000000000003,
2024-06-04T06:30:00+01:00,23.1,23.1,0.029,0.6699,0.6699,103,2.987,
2024-06-04T07:00:00+01:00,22.89,22.89,0.027,0.61803,0.61803,101,2.727,
2024-06-04T07:30:00+01:00,25.431,25.431,0.026,0.661206,0.661206,95,2.4699999999999998,
2024-06-04T08:00:00+01:00,18.9,18.9,0.158,2.9861999999999997,2.9861999999999997,91,14.378,
2024-06-04T08:30:00+01:00,17.766,17.766,0.44,7.8170399999999995,7.8170399999999995,79,34.76,
2024-06-04T09:00:00+01:00,15.75,15.75,0.465,7.32375,7.32375,70,32.550000000000004,
2024-06-04T09:30:00+01:00,14.385,14.385,0.464,6.67464,6.67464,65,30.16,
2024-06-04T10:00:00+01:00,13.146,13.146,0.589,7.742994,7.742994,59,34.751,
2024-06-04T10:30:00+01:00,11.781,11.781,0.461,5.4310410000000005,5.4310410000000005,50,23.05,
2024-06-04T11:00:00+01:00,11.34,11.34,0.458,5.19372,5.19372,46,21.068,
2024-06-04T11:30:00+01:00,10.71,10.71,0.452,4.840920000000001,4.840920000000001,45,20.34,
2024-06-04T12:00:00+01:00,8.652,8.652,0.301,2.604252,2.604252,42,12.642,
2024-06-04T12:30:00+01:00,7.455,7.455,0.205,1.5282749999999998,1.5282749999999998,35,7.175,
2024-06-04T13:00:00+01:00,6.573,6.573,0.078,0.512694,0.512694,14,1.092,
2024-06-04T13:30:00+01:00,4.6725,4.6725,0.27,1.2615750000000001,1.2615750000000001,27,7.290000000000001,
2024-06-04T14:00:00+01:00,8.4,8.4,0.346,2.9064,2.9064,34,11.764,
2024-06-04T14:30:00+01:00,6.93,6.93,0.042,0.29106,0.29106,37,1.554,
2024-06-04T15:00:00+01:00,6.867,6.867,0.068,0.46695600000000004,0.46695600000000004,39,2.652,
2024-06-04T15:30:00+01:00,8.19,8.19,0.102,0.8353799999999999,0.8353799999999999,40,4.08,
2024-06-04T16:00:00+01:00,22.155,22.155,0.069,1.5286950000000001,1.5286950000000001,44,3.0360000000000005,
2024-06-04T16:30:00+01:00,25.41,25.41,0.06,1.5246,1.5246,44,2.6399999999999997,
2024-06-04T17:00:00+01:00,27.51,27.51,0.058,1.5955800000000002,1.5955800000000002,47,2.726,
2024-06-04T17:30:00+01:00,28.959,28.959,0.274,7.934766000000001,7.934766000000001,55,15.07,
2024-06-04T18:00:00+01:00,33.096,33.096,0.131,4.335576,4.335576,57,7.4670000000000005,
2024-06-04T18:30:00+01:00,32.97,32.97,0.064,2.11008,2.11008,57,3.648,
2024-06-04T19:00:00+01:00,21.42,21.42,0.046,0.9853200000000001,0.9853200000000001,65,2.9899999999999998,
2024-06-04T19:30:00+01:00,20.832,20.832,0.042,0.874944,0.874944,62,2.604,
2024-06-04T20:00:00+01:00,21.903,21.903,0.297,6.505190999999999,6.505190999999999,61,18.117,
2024-06-04T20:30:00+01:00,22.512,22.512,0.292,6.573504,6.573504,59,17.227999999999998,
2024-06-04T21:00:00+01:00,20.79,20.79,0.106,2.20374,2.20374,58,6.148,
2024-06-04T21:30:00+01:00,18.627,18.627,0.493,9.183110999999998,9.183110999999998,63,31.059,
2024-06-04T22:00:00+01:00,15.834,15.834,0.545,8.62953,8.62953,48,26.160000000000004,
2024-06-04T22:30:00+01:00,12.39,12.39,0.654,8.103060000000001,8.103060000000001,44,28.776,
2024-06-04T23:00:00+01:00,9.534,9.534,0.448,4.271232,4.271232,43,19.264,
2024-06-04T23:30:00+01:00,5.04,5.04,0.413,2.08152,2.08152,46,18.997999999999998,
2024-06-05T00:00:00+01:00,6.594,6.594,0.41,2.70354,2.70354,57,23.369999999999997,
2024-06-05T00:30:00+01:00,3.255,3.255,0.404,1.31502,1.31502,61,24.644000000000002,
2024-06-05T01:00:00+01:00,6.846,6.846,0.413,2.827398,2.827398,54,22.302,
2024-06-05T01:30:00+01:00,7.56,7.56,0.223,1.68588,1.68588,50,11.15,
2024-06-05T02:00:00+01:00,6.93,6.93,0.044,0.30491999999999997,0.30491999999999997,50,2.1999999999999997,
2024-06-05T02:30:00+01:00,5.25,5.25,0.033,0.17325000000000002,0.17325000000000002,52,1.7160000000000002,
2024-06-05T03:00:00+01:00,7.56,7.56,0.032,0.24192,0.24192,53,1.696,
2024-06-05T03:30:00+01:00,7.308,7.308,0.03,0.21924,0.21924,53,1.5899999999999999,
2024-06-05T04:00:00+01:00,6.888,6.888,0.033,0.227304,0.227304,53,1.749,
2024-06-05T04:30:00+01:00,5.67,5.67,0.138,0.78246,0.78246,54,7.452000000000001,
2024-06-05T05:00:00+01:00,8.82,8.82,0.418,3.68676,3.68676,56,23.407999999999998,
2024-06-05T05:30:00+01:00,10.29,10.29,0.421,4.332089999999999,4.332089999999999,53,22.313,
2024-06-05T06:00:00+01:00,13.65,13.65,0.425,5.80125,5.80125,59,25.075,
2024-06-05T06:30:00+01:00,19.068,19.068,0.433,8.256444,8.256444,56,24.248,
2024-06-05T07:00:00+01:00,16.443,16.443,0.527,8.665461,8.665461,54,28.458000000000002,
2024-06-05T07:30:00+01:00,18.417,18.417,0.409,7.532553,7.532553,52,21.267999999999997,
2024-06-05T08:00:00+01:00,18.879,18.879,0.443,8.363397,8.363397,47,20.821,
2024-06-05T08:30:00+01:00,18.48,18.48,0.36,6.6528,6.6528,46,16.56,
2024-06-05T09:00:00+01:00,16.569,16.569,0.375,6.213374999999999,6.213374999999999,46,17.25,
2024-06-05T09:30:00+01:00,15.75,15.75,0.334,5.2605,5.2605,40,13.360000000000001,
2024-06-05T10:00:00+01:00,12.264,12.264,0.324,3.9735359999999997,3.9735359999999997,38,12.312000000000001,
2024-06-05T10:30:00+01:00,10.773,10.773,0.401,4.319973,4.319973,38,15.238000000000001,
2024-06-05T11:00:00+01:00,10.4895,10.4895,0.315,3.3041925,3.3041925,37,11.655,
2024-06-05T11:30:00+01:00,10.08,10.08,0.339,3.41712,3.41712,36,12.204,
2024-06-05T12:00:00+01:00,9.912,9.912,0.37,3.6674400000000005,3.6674400000000005,36,13.32,
2024-06-05T12:30:00+01:00,8.904,8.904,0.305,2.71572,2.71572,38,11.59,
2024-06-05T13:00:00+01:00,7.14,7.14,0.33,2.3562,2.3562,35,11.55,
2024-06-05T13:30:00+01:00,5.607,5.607,0.639,3.582873,3.582873,34,21.726,
2024-06-05T14:00:00+01:00,5.46,5.46,0.309,1.6871399999999999,1.6871399999999999,34,10.506,
2024-06-05T14:30:00+01:00,4.62,4.62,0.325,1.5015,1.5015,32,10.4,
2024-06-05T15:00:00+01:00,6.72,6.72,0.079,0.53088,0.53088,41,3.239,
2024-06-05T15:30:00+01:00,8.232,8.232,0.11,0.9055199999999999,0.9055199999999999,43,4.73,
2024-06-05T16:00:00+01:00,21.84,21.84,0.033,0.72072,0.72072,49,1.617,
2024-06-05T16:30:00+01:00,23.52,23.52,0.109,2.5636799999999997,2.5636799999999997,53,5.777,
2024-06-05T17:00:00+01:00,27.3,27.3,0.515,14.0595,14.0595,61,31.415,
2024-06-05T17:30:00+01:00,28.14,28.14,0.266,7.48524,7.48524,78,20.748,
2024-06-05T18:00:00+01:00,31.92,31.92,0.039,1.24488,1.24488,87,3.393,
2024-06-05T18:30:00+01:00,31.08,31.08,0.233,7.24164,7.24164,96,22.368000000000002,
2024-06-05T19:00:00+01:00,22.176,22.176,0.103,2.2841279999999995,2.2841279999999995,102,10.506,
2024-06-05T19:30:00+01:00,22.176,22.176,0.096,2.1288959999999997,2.1288959999999997,103,9.888,
2024-06-05T20:00:00+01:00,22.05,22.05,0.143,3.1531499999999997,3.1531499999999997,108,15.443999999999999,
2024-06-05T20:30:00+01:00,21.84,21.84,0.172,3.75648,3.75648,107,18.404,
2024-06-05T21:00:00+01:00,21.966,21.966,0.356,7.819896,7.819896,108,38.448,
2024-06-05T21:30:00+01:00,20.58,20.58,0.647,13.315259999999999,13.315259999999999,106,68.58200000000001,
2024-06-05T22:00:00+01:00,20.16,20.16,0.429,8.64864,8.64864,96,41.184,
2024-06-05T22:30:00+01:00,16.569,16.569,0.423,7.008686999999999,7.008686999999999,77,32.571,
2024-06-05T23:00:00+01:00,16.002,16.002,0.369,5.904737999999999,5.904737999999999,69,25.461,
2024-06-05T23:30:00+01:00,15.54,15.54,0.458,7.11732,7.11732,70,32.06,
2024-06-06T00:00:00+01:00,13.65,13.65,0.441,6.01965,6.01965,66,29.106,
2024-06-06T00:30:00+01:00,13.566,13.566,0.098,1.329468,1.329468,61,5.978000000000001,
2024-06-06T01:00:00+01:00,13.881,13.881,0.034,0.47195400000000004,0.47195400000000004,64,2.176,
2024-06-06T01:30:00+01:00,15.267,15.267,0.031,0.473277,0.473277,65,2.015,
2024-06-06T02:00:00+01:00,13.65,13.65,0.028,0.38220000000000004,0.38220000000000004,66,1.848,
2024-06-06T02:30:00+01:00,13.65,13.65,0.024,0.3276,0.3276,70,1.68,
2024-06-06T03:00:00+01:00,13.629,13.629,0.152,2.071608,2.071608,74,11.248,
2024-06-06T03:30:00+01:00,13.65,13.65,0.421,5.74665,5.74665,73,30.733,
2024-06-06T04:00:00+01:00,16.38,16.38,0.422,6.91236,6.91236,71,29.962,
2024-06-06T04:30:00+01:00,14.763,14.763,0.421,6.215223,6.215223,77,32.417,
2024-06-06T05:00:00+01:00,18.48,18.48,0.432,7.98336,7.98336,86,37.152,
2024-06-06T05:30:00+01:00,19.635,19.635,0.428,8.403780000000001,8.403780000000001,94,40.232,
2024-06-06T06:00:00+01:00,19.824,19.824,0.431,8.544144000000001,8.544144000000001,108,46.548,
2024-06-06T06:30:00+01:00,22.05,22.05,0.511,11.26755,11.26755,115,58.765,
2024-06-06T07:00:00+01:00,18.9,18.9,0.462,8.7318,8.7318,113,52.206,
2024-06-06T07:30:00+01:00,20.496,20.496,0.431,8.833775999999999,8.833775999999999,106,45.686,
2024-06-06T08:00:00+01:00,19.929,19.929,0.435,8.669115,8.669115,98,42.63,
2024-06-06T08:30:00+01:00,19.362,19.362,0.451,8.732261999999999,8.732261999999999,92,41.492000000000004,
2024-06-06T09:00:00+01:00,18.522,18.522,0.664,12.298608,12.298608,88,58.432,
2024-06-06T09:30:00+01:00,17.472,17.472,1.203,21.018816,21.018816,86,103.45800000000001,
2024-06-06T10:00:00+01:00,15.645,15.645,0.52,8.1354,8.1354,80,41.6,
2024-06-06T10:30:00+01:00,15.645,15.645,0.637,9.965864999999999,9.965864999999999,74,47.138,
2024-06-06T11:00:00+01:00,15.645,15.645,0.245,3.8330249999999997,3.8330249999999997,71,17.395,
2024-06-06T11:30:00+01:00,15.645,15.645,0.045,0.7040249999999999,0.7040249999999999,68,3.06,
2024-06-06T12:00:00+01:00,14.721,14.721,0.038,0.559398,0.559398,66,2.508,
2024-06-06T12:30:00+01:00,13.839,13.839,0.045,0.622755,0.622755,61,2.745,
2024-06-06T13:00:00+01:00,12.894,12.894,0.041,0.5286540000000001,0.5286540000000001,57,2.337,
2024-06-06T13:30:00+01:00,11.739,11.739,0.08,0.9391200000000001,0.9391200000000001,55,4.4,
2024-06-06T14:00:00+01:00,11.13,11.13,0.037,0.41181,0.41181,55,2.0349999999999997,
2024-06-06T14:30:00+01:00,10.416,10.416,0.221,2.301936,2.301936,57,12.597,
2024-06-06T15:00:00+01:00,10.92,10.92,0.127,1.38684,1.38684,60,7.62,
2024-06-06T15:30:00+01:00,11.13,11.13,0.126,1.4023800000000002,1.4023800000000002,64,8.064,
2024-06-06T16:00:00+01:00,26.04,26.04,0.123,3.2029199999999998,3.2029199999999998,75,9.225,
2024-06-06T16:30:00+01:00,26.88,26.88,0.119,3.19872,3.19872,86,10.234,
2024-06-06T17:00:00+01:00,29.694,29.694,0.12,3.56328,3.56328,96,11.52,
2024-06-06T17:30:00+01:00,28.98,28.98,0.136,3.9412800000000003,3.9412800000000003,105,14.280000000000001,
2024-06-06T18:00:00+01:00,31.836,31.836,0.063,2.005668,2.005668,115,7.245,
2024-06-06T18:30:00+01:00,32.256,32.256,0.12,3.87072,3.87072,129,15.479999999999999,
2024-06-06T19:00:00+01:00,23.646,23.646,0.226,5.343996000000001,5.343996000000001,135,30.51,
2024-06-06T19:30:00+01:00,23.016,23.016,0.053,1.2198479999999998,1.2198479999999998,133,7.0489999999999995,
2024-06-06T20:00:00+01:00,23.877,23.877,0.592,14.135183999999999,14.135183999999999,133,78.73599999999999,
2024-06-06T20:30:00+01:00,23.877,23.877,0.069,1.647513,1.647513,125,8.625,
2024-06-06T21:00:00+01:00,21.84,21.84,0.057,1.24488,1.24488,122,6.954000000000001,
2024-06-06T21:30:00+01:00,20.16,20.16,0.149,3.00384,3.00384,131,19.519,
2024-06-06T22:00:00+01:00,18.9,18.9,0.254,4.800599999999999,4.800599999999999,130,33.02,
2024-06-06T22:30:00+01:00,16.695,16.695,0.159,2.654505,2.654505,115,18.285,
2024-06-06T23:00:00+01:00,18.06,18.06,0.226,4.08156,4.08156,101,22.826,
2024-06-06T23:30:00+01:00,17.85,17.85,0.49,8.746500000000001,8.746500000000001,91,44.589999999999996,
2024-06-07T00:00:00+01:00,16.485,16.485,0.414,6.824789999999999,6.824789999999999,88,36.431999999999995,
2024-06-07T00:30:00+01:00,17.199,17.199,0.401,6.8967990000000015,6.8967990000000015,86,34.486000000000004,
2024-06-07T01:00:00+01:00,15.645,15.645,0.413,6.461384999999999,6.461384999999999,84,34.692,
2024-06-07T01:30:00+01:00,17.9025,17.9025,0.394,7.053585,7.053585,85,33.49,
2024-06-07T02:00:00+01:00,17.64,17.64,0.427,7.53228,7.53228,80,34.16,
2024-06-07T02:30:00+01:00,15.561,15.561,0.47,7.313669999999999,7.313669999999999,81,38.07,
2024-06-07T03:00:00+01:00,15.561,15.561,0.428,6.660108,6.660108,81,34.668,
2024-06-07T03:30:00+01:00,15.12,15.12,0.428,6.47136,6.47136,79,33.812,
2024-06-07T04:00:00+01:00,15.561,15.561,0.425,6.613424999999999,6.613424999999999,76,32.3,
2024-06-07T04:30:00+01:00,14.28,14.28,0.427,6.09756,6.09756,78,33.306,
2024-06-07T05:00:00+01:00,15.561,15.561,0.422,6.566742,6.566742,79,33.338,
2024-06-07T05:30:00+01:00,16.128,16.128,0.429,6.918912,6.918912,77,33.033,
2024-06-07T06:00:00+01:00,16.023,16.023,0.433,6.937959,6.937959,79,34.207,
2024-06-07T06:30:00+01:00,21.189,21.189,0.505,10.700445,10.700445,72,36.36,
2024-06-07T07:00:00+01:00,15.792,15.792,0.421,6.648432,6.648432,71,29.891,
2024-06-07T07:30:00+01:00,18.5745,18.5745,0.428,7.949886,7.949886,63,26.964,
2024-06-07T08:00:00+01:00,15.561,15.561,0.426,6.628985999999999,6.628985999999999,58,24.708,
2024-06-07T08:30:00+01:00,14.931,14.931,0.437,6.524846999999999,6.524846999999999,51,22.287,
2024-06-07T09:00:00+01:00,14.196,14.196,0.391,5.550636,5.550636,45,17.595,
2024-06-07T09:30:00+01:00,12.432,12.432,0.209,2.598288,2.598288,41,8.568999999999999,
2024-06-07T10:00:00+01:00,10.5,10.5,0.144,1.5119999999999998,1.5119999999999998,37,5.327999999999999,
2024-06-07T10:30:00+01:00,9.513,9.513,0.442,4.204746,4.204746,36,15.912,
2024-06-07T11:00:00+01:00,8.4,8.4,0.09,0.756,0.756,35,3.15,
2024-06-07T11:30:00+01:00,8.61,8.61,0.093,0.8007299999999999,0.8007299999999999,33,3.069,
2024-06-07T12:00:00+01:00,8.358,8.358,0.35,2.9253,2.9253,30,10.5,
2024-06-07T12:30:00+01:00,7.35,7.35,0.271,1.9918500000000001,1.9918500000000001,30,8.13,
2024-06-07T13:00:00+01:00,5.88,5.88,0.086,0.5056799999999999,0.5056799999999999,29,2.4939999999999998,
2024-06-07T13:30:00+01:00,4.011,4.011,0.027,0.108297,0.108297,30,0.8099999999999999,
2024-06-07T14:00:00+01:00,4.2,4.2,0.029,0.1218,0.1218,30,0.87,
2024-06-07T14:30:00+01:00,4.2,4.2,0.031,0.1302,0.1302,26,0.806,
2024-06-07T15:00:00+01:00,5.46,5.46,0.023,0.12558,0.12558,27,0.621,
