Period from,Period to,Agile Import price (p/kWh),Agile Export price (p/kWh),Price_moving_avg,Asset_load,New_asset_load,New_asset_load_rolling
2024-06-18 23:30:00,2024-06-19 00:00:00,17.85,8.77,19.77,1,1,0.9
2024-06-19 00:00:00,2024-06-19 00:30:00,15.83,7.87,19.748800000000003,1,1,0.9
2024-06-19 00:30:00,2024-06-19 01:00:00,15.69,7.8,19.743,1,1,0.9
2024-06-19 01:00:00,2024-06-19 01:30:00,14.91,7.45,19.7249,1,1,0.9
2024-06-19 01:30:00,2024-06-19 02:00:00,15.05,7.52,19.7074,1,1,0.9
2024-06-19 02:00:00,2024-06-19 02:30:00,14.66,7.34,19.702,1,0,0.9
2024-06-19 02:30:00,2024-06-19 03:00:00,14.34,7.2,19.7001,1,1,0.9
2024-06-19 03:00:00,2024-06-19 03:30:00,14.3,7.18,19.700699999999998,1,1,0.9
2024-06-19 03:30:00,2024-06-19 04:00:00,14.27,7.17,19.700599999999998,1,1,0.9
2024-06-19 04:00:00,2024-06-19 04:30:00,14.28,7.17,19.6922,1,1,0.9
2024-06-19 04:30:00,2024-06-19 05:00:00,13.41,6.78,19.680600000000002,1,4,0.93
2024-06-19 05:00:00,2024-06-19 05:30:00,15.69,7.8,19.6821,1,1,0.93
2024-06-19 05:30:00,2024-06-19 06:00:00,15.79,7.85,19.691300000000002,1,1,0.93
2024-06-19 06:00:00,2024-06-19 06:30:00,17.85,8.77,19.7207,1,1,0.93
2024-06-19 06:30:00,2024-06-19 07:00:00,18.82,9.2,19.7598,1,1,0.93
2024-06-19 07:00:00,2024-06-19 07:30:00,16.91,8.35,19.7525,1,0,0.93
2024-06-19 07:30:00,2024-06-19 08:00:00,20.58,9.99,19.7773,1,1,0.93
2024-06-19 08:00:00,2024-06-19 08:30:00,21.84,10.56,19.796200000000002,1,1,0.93
2024-06-19 08:30:00,2024-06-19 09:00:00,21.21,10.27,19.791999999999998,1,1,0.93
2024-06-19 09:00:00,2024-06-19 09:30:00,20.54,9.97,19.8126,1,1,0.93
2024-06-19 09:30:00,2024-06-19 10:00:00,19.15,9.35,19.7836,1,1,0.93
2024-06-19 10:00:00,2024-06-19 10:30:00,18.82,9.2,19.786199999999997,1,1,0.93
2024-06-19 10:30:00,2024-06-19 11:00:00,18.48,9.05,19.7908,1,1,0.93
2024-06-19 11:00:00,2024-06-19 11:30:00,18.27,8.96,19.7914,1,1,0.93
2024-06-19 11:30:00,2024-06-19 12:00:00,17.85,8.77,19.7927,1,1,0.93
2024-06-19 12:00:00,2024-06-19 12:30:00,17.54,8.63,19.7959,1,0,0.93
2024-06-19 12:30:00,2024-06-19 13:00:00,16.36,8.1,19.802,1,1,0.93
2024-06-19 13:00:00,2024-06-19 13:30:00,15.33,7.64,19.7789,1,1,0.93
2024-06-19 13:30:00,2024-06-19 14:00:00,14.38,7.22,19.7497,1,1,0.93
2024-06-19 14:00:00,2024-06-19 14:30:00,14.28,7.17,19.7056,1,1,0.93
2024-06-19 14:30:00,2024-06-19 15:00:00,13.65,6.89,19.6594,1,1,0.93
2024-06-19 15:00:00,2024-06-19 15:30:00,13.65,6.89,19.6153,1,1,0.93
2024-06-19 15:30:00,2024-06-19 16:00:00,14.38,7.22,19.5932,1,1,0.93
2024-06-19 16:00:00,2024-06-19 16:30:00,27.72,12.88,19.7032,1,1,0.93
2024-06-19 16:30:00,2024-06-19 17:00:00,29.67,13.75,19.8382,1,1,0.93
2024-06-19 17:00:00,2024-06-19 17:30:00,30.16,13.97,19.9758,1,0,0.93
2024-06-19 17:30:00,2024-06-19 18:00:00,31.92,14.76,20.1291,1,1,0.93
2024-06-19 18:00:00,2024-06-19 18:30:00,32.97,15.23,20.164,1,1,0.93
2024-06-19 18:30:00,2024-06-19 19:00:00,33.52,15.47,20.186300000000003,1,1,0.93
2024-06-19 19:00:00,2024-06-19 19:30:00,21.42,10.37,20.0758,1,1,0.93
2024-06-19 19:30:00,2024-06-19 20:00:00,21.42,10.37,19.9525,1,1,0.93
2024-06-19 20:00:00,2024-06-19 20:30:00,20.83,10.1,19.787,1,1,0.93
2024-06-19 20:30:00,2024-06-19 21:00:00,20.16,9.8,19.610599999999998,1,1,0.93
2024-06-19 21:00:00,2024-06-19 21:30:00,20.2,9.82,19.5598,1,1,0.93
2024-06-19 21:30:00,2024-06-19 22:00:00,17.81,8.75,19.4876,1,1,0.93
2024-06-19 22:00:00,2024-06-19 22:30:00,17.45,8.59,19.426099999999998,1,0,0.93
2024-06-19 22:30:00,2024-06-19 23:00:00,15.69,7.8,19.3497,1,1,0.93
2024-06-19 23:00:00,2024-06-19 23:30:00,16.11,7.99,19.2903,1,1,0.93
2024-06-19 23:30:00,2024-06-20 00:00:00,15.81,7.86,19.2363,1,1,0.93
2024-06-20 00:00:00,2024-06-20 00:30:00,15.54,7.74,19.1991,1,1,0.93
2024-06-20 00:30:00,2024-06-20 01:00:00,14.91,7.45,19.165499999999998,1,1,0.93
2024-06-20 01:00:00,2024-06-20 01:30:00,14.18,7.12,19.1397,1,1,0.93
2024-06-20 01:30:00,2024-06-20 02:00:00,14.87,7.44,19.1246,1,1,0.93
2024-06-20 02:00:00,2024-06-20 02:30:00,15.22,7.6,19.1164,1,1,0.93
2024-06-20 02:30:00,2024-06-20 03:00:00,15.46,7.7,19.1114,1,1,0.93
2024-06-20 03:00:00,2024-06-20 03:30:00,15.46,7.7,19.113799999999998,1,0,0.93
2024-06-20 03:30:00,2024-06-20 04:00:00,15.41,7.68,19.1108,1,1,0.93
2024-06-20 04:00:00,2024-06-20 04:30:00,15.94,7.91,19.112700000000004,1,1,0.93
2024-06-20 04:30:00,2024-06-20 05:00:00,15.81,7.86,19.1156,1,1,0.93
2024-06-20 05:00:00,2024-06-20 05:30:00,18.98,9.28,19.1487,1,1,0.93
2024-06-20 05:30:00,2024-06-20 06:00:00,19.11,9.33,19.1844,1,1,0.93
2024-06-20 06:00:00,2024-06-20 06:30:00,19.11,9.33,19.2176,1,1,0.93
2024-06-20 06:30:00,2024-06-20 07:00:00,19.84,9.66,19.2656,1,1,0.93
2024-06-20 07:00:00,2024-06-20 07:30:00,17.81,8.75,19.2726,1,1,0.93
2024-06-20 07:30:00,2024-06-20 08:00:00,21.12,10.23,19.320800000000002,1,1,0.93
2024-06-20 08:00:00,2024-06-20 08:30:00,19.87,9.67,19.3347,1,0,0.93
2024-06-20 08:30:00,2024-06-20 09:00:00,18.9,9.24,19.3221,1,1,0.93
2024-06-20 09:00:00,2024-06-20 09:30:00,19.3,9.42,19.349800000000002,1,1,0.93
2024-06-20 09:30:00,2024-06-20 10:00:00,17.7,8.7,19.3181,1,1,0.93
2024-06-20 10:00:00,2024-06-20 10:30:00,16.48,8.16,19.2666,1,1,0.93
2024-06-20 10:30:00,2024-06-20 11:00:00,15.81,7.86,19.2105,1,1,0.93
2024-06-20 11:00:00,2024-06-20 11:30:00,15.9,7.9,19.1584,1,1,0.93
2024-06-20 11:30:00,2024-06-20 12:00:00,15.69,7.8,19.1074,1,1,0.93
2024-06-20 12:00:00,2024-06-20 12:30:00,15.22,7.6,19.0618,1,1,0.93
2024-06-20 12:30:00,2024-06-20 13:00:00,14.51,7.28,19.012,1,1,0.93
2024-06-20 13:00:00,2024-06-20 13:30:00,15.12,7.55,18.9741,1,0,0.93
2024-06-20 13:30:00,2024-06-20 14:00:00,14.52,7.28,18.9311,1,1,0.93
2024-06-20 14:00:00,2024-06-20 14:30:00,14.68,7.35,18.8931,1,1,0.93
2024-06-20 14:30:00,2024-06-20 15:00:00,14.28,7.17,18.8576,1,1,0.93
2024-06-20 15:00:00,2024-06-20 15:30:00,14.28,7.17,18.8353,1,1,0.93
2024-06-20 15:30:00,2024-06-20 16:00:00,15.31,7.63,18.8302,1,1,0.93
2024-06-20 16:00:00,2024-06-20 16:30:00,30.45,14.1,18.980600000000003,1,1,0.93
2024-06-20 16:30:00,2024-06-20 17:00:00,31.08,14.38,19.1377,1,1,0.93
2024-06-20 17:00:00,2024-06-20 17:30:00,33.13,15.3,19.315700000000003,1,1,0.93
2024-06-20 17:30:00,2024-06-20 18:00:00,34.44,15.89,19.5026,1,1,0.93
2024-06-20 18:00:00,2024-06-20 18:30:00,36.71,16.9,19.5646,1,0,0.93
2024-06-20 18:30:00,2024-06-20 19:00:00,37.15,17.1,19.6125,1,1,0.93
2024-06-20 19:00:00,2024-06-20 19:30:00,22.83,11.0,19.5046,1,1,0.93
2024-06-20 19:30:00,2024-06-20 20:00:00,22.51,10.86,19.378999999999998,1,1,0.93
2024-06-20 20:00:00,2024-06-20 20:30:00,22.68,10.93,19.256600000000002,1,1,0.93
2024-06-20 20:30:00,2024-06-20 21:00:00,22.03,10.64,19.124100000000002,1,1,0.93
2024-06-20 21:00:00,2024-06-20 21:30:00,21.13,10.24,19.1036,1,1,0.93
2024-06-20 21:30:00,2024-06-20 22:00:00,19.61,9.56,19.067899999999998,1,1,0.93
2024-06-20 22:00:00,2024-06-20 22:30:00,19.91,9.69,19.0557,1,1,0.93
2024-06-20 22:30:00,2024-06-20 23:00:00,17.22,8.49,19.019499999999997,1,1,0.93
2024-06-20 23:00:00,2024-06-20 23:30:00,16.59,8.21,18.9949,1,0,0.93
2024-06-20 23:30:00,2024-06-21 00:00:00,18.63,9.12,19.0004,1,1,0.93
2024-06-21 00:00:00,2024-06-21 00:30:00,17.89,8.79,19.0102,1,1,0.93
2024-06-21 00:30:00,2024-06-21 01:00:00,17.26,8.51,19.0289,1,1,0.93
2024-06-21 01:00:00,2024-06-21 01:30:00,16.57,8.2,19.0298,1,1,0.93
2024-06-21 01:30:00,2024-06-21 02:00:00,17.22,8.49,19.0235,1,1,0.93
2024-06-21 02:00:00,2024-06-21 02:30:00,15.31,7.63,19.0183,1,1,0.93
2024-06-21 02:30:00,2024-06-21 03:00:00,14.95,7.47,19.0109,1,1,0.93
2024-06-21 03:00:00,2024-06-21 03:30:00,14.8,7.41,19.0098,1,1,0.93
2024-06-21 03:30:00,2024-06-21 04:00:00,14.89,7.44,19.0082,1,1,0.93
2024-06-21 04:00:00,2024-06-21 04:30:00,15.18,7.58,19.0134,1,0,0.93
2024-06-21 04:30:00,2024-06-21 05:00:00,14.6,7.31,19.016,1,1,0.93
2024-06-21 05:00:00,2024-06-21 05:30:00,16.34,8.09,19.0364,1,1,0.93
2024-06-21 05:30:00,2024-06-21 06:00:00,16.95,8.37,19.0632,1,1,0.93
2024-06-21 06:00:00,2024-06-21 06:30:00,19.59,9.55,19.116300000000003,1,1,0.93
2024-06-21 06:30:00,2024-06-21 07:00:00,21.0,10.18,19.1922,1,1,0.9
2024-06-21 07:00:00,2024-06-21 07:30:00,19.82,9.65,19.233500000000003,1,1,0.9
2024-06-21 07:30:00,2024-06-21 08:00:00,21.32,10.32,19.2888,1,1,0.9
2024-06-21 08:00:00,2024-06-21 08:30:00,19.82,9.65,19.3085,1,1,0.9
2024-06-21 08:30:00,2024-06-21 09:00:00,19.08,9.32,19.3111,1,1,0.9
2024-06-21 09:00:00,2024-06-21 09:30:00,18.23,8.94,19.3243,1,0,0.9
2024-06-21 09:30:00,2024-06-21 10:00:00,16.38,8.11,19.2823,1,1,0.9
2024-06-21 10:00:00,2024-06-21 10:30:00,14.7,7.36,19.2109,1,1,0.9
2024-06-21 10:30:00,2024-06-21 11:00:00,15.2,7.59,19.1508,1,1,0.9
2024-06-21 11:00:00,2024-06-21 11:30:00,15.12,7.55,19.0966,1,1,0.9
2024-06-21 11:30:00,2024-06-21 12:00:00,14.38,7.22,19.0489,1,1,0.9
2024-06-21 12:00:00,2024-06-21 12:30:00,13.86,6.98,18.9993,1,1,0.9
2024-06-21 12:30:00,2024-06-21 13:00:00,13.23,6.7,18.9468,1,1,0.9
2024-06-21 13:00:00,2024-06-21 13:30:00,13.1,6.65,18.8951,1,1,0.9
2024-06-21 13:30:00,2024-06-21 14:00:00,12.73,6.48,18.843899999999998,1,2,0.91
2024-06-21 14:00:00,2024-06-21 14:30:00,12.77,6.5,18.7962,1,0,0.91
2024-06-21 14:30:00,2024-06-21 15:00:00,12.6,6.42,18.7586,1,9,0.99
2024-06-21 15:00:00,2024-06-21 15:30:00,13.23,6.7,18.7376,1,1,0.99
2024-06-21 15:30:00,2024-06-21 16:00:00,14.7,7.36,18.7408,1,1,0.99
2024-06-21 16:00:00,2024-06-21 16:30:00,29.71,13.77,18.8951,1,1,0.99
2024-06-21 16:30:00,2024-06-21 17:00:00,31.82,14.71,19.076800000000002,1,1,0.99
2024-06-21 17:00:00,2024-06-21 17:30:00,31.5,14.57,19.2553,1,1,0.99
2024-06-21 17:30:00,2024-06-21 18:00:00,31.84,14.72,19.4299,1,1,0.99
2024-06-21 18:00:00,2024-06-21 18:30:00,33.1,15.28,19.4837,1,1,0.99
2024-06-21 18:30:00,2024-06-21 19:00:00,33.31,15.38,19.5201,1,1,0.99
2024-06-21 19:00:00,2024-06-21 19:30:00,19.95,9.71,19.418000000000003,1,0,0.99
2024-06-21 19:30:00,2024-06-21 20:00:00,19.74,9.62,19.2962,1,1,0.99
2024-06-21 20:00:00,2024-06-21 20:30:00,19.15,9.35,19.158,1,1,0.99
2024-06-21 20:30:00,2024-06-21 21:00:00,18.59,9.1,19.008699999999997,1,1,0.99
2024-06-21 21:00:00,2024-06-21 21:30:00,19.74,9.62,18.991899999999998,1,1,0.99
2024-06-21 21:30:00,2024-06-21 22:00:00,18.14,8.9,18.9591,1,1,0.99
2024-06-21 22:00:00,2024-06-21 22:30:00,18.48,9.05,18.9356,1,1,0.99
2024-06-21 22:30:00,2024-06-21 23:00:00,15.96,7.92,18.893600000000003,1,1,0.99
2024-06-21 23:00:00,2024-06-21 23:30:00,16.8,8.3,18.8596,1,1,0.99
2024-06-21 23:30:00,2024-06-22 00:00:00,16.8,8.3,18.8495,1,1,0.99
2024-06-22 00:00:00,2024-06-22 00:30:00,15.75,7.83,18.8325,1,0,0.99
2024-06-22 00:30:00,2024-06-22 01:00:00,15.12,7.55,18.826800000000002,1,1,0.99
2024-06-22 01:00:00,2024-06-22 01:30:00,15.52,7.73,18.8209,1,1,0.99
2024-06-22 01:30:00,2024-06-22 02:00:00,16.76,8.28,18.8304,1,1,0.99
2024-06-22 02:00:00,2024-06-22 02:30:00,15.96,7.92,18.834600000000002,1,1,0.99
2024-06-22 02:30:00,2024-06-22 03:00:00,14.7,7.36,18.8325,1,1,0.99
2024-06-22 03:00:00,2024-06-22 03:30:00,15.2,7.59,18.8427,1,1,0.99
2024-06-22 03:30:00,2024-06-22 04:00:00,14.38,7.22,18.8378,1,1,0.99
2024-06-22 04:00:00,2024-06-22 04:30:00,16.11,7.99,18.846700000000002,1,1,0.99
2024-06-22 04:30:00,2024-06-22 05:00:00,15.22,7.6,18.8443,1,1,0.99
2024-06-22 05:00:00,2024-06-22 05:30:00,16.04,7.96,18.8501,1,0,0.99
2024-06-22 05:30:00,2024-06-22 06:00:00,16.8,8.3,18.863999999999997,1,1,0.99
2024-06-22 06:00:00,2024-06-22 06:30:00,15.54,7.74,18.86,1,1,0.99
2024-06-22 06:30:00,2024-06-22 07:00:00,14.7,7.36,18.8489,1,1,0.99
2024-06-22 07:00:00,2024-06-22 07:30:00,14.49,7.27,18.804,1,1,0.99
2024-06-22 07:30:00,2024-06-22 08:00:00,17.24,8.5,18.7853,1,1,0.99
2024-06-22 08:00:00,2024-06-22 08:30:00,19.95,9.71,18.793699999999998,1,1,0.99
2024-06-22 08:30:00,2024-06-22 09:00:00,19.95,9.71,18.7948,1,1,0.99
2024-06-22 09:00:00,2024-06-22 09:30:00,20.27,9.85,18.8194,1,1,0.99
2024-06-22 09:30:00,2024-06-22 10:00:00,18.67,9.14,18.7949,1,1,0.99
2024-06-22 10:00:00,2024-06-22 10:30:00,19.95,9.71,18.7957,1,0,0.99
2024-06-22 10:30:00,2024-06-22 11:00:00,19.32,9.43,18.7999,1,1,0.99
2024-06-22 11:00:00,2024-06-22 11:30:00,19.13,9.34,18.798199999999998,1,1,0.99
2024-06-22 11:30:00,2024-06-22 12:00:00,18.88,9.23,18.81,1,1,0.99
2024-06-22 12:00:00,2024-06-22 12:30:00,17.7,8.7,18.8222,1,1,0.99
2024-06-22 12:30:00,2024-06-22 13:00:00,16.59,8.21,18.83,1,1,0.99
2024-06-22 13:00:00,2024-06-22 13:30:00,14.88,7.44,18.819799999999997,1,1,0.99
2024-06-22 13:30:00,2024-06-22 14:00:00,13.57,6.85,18.7986,1,1,0.99
2024-06-22 14:00:00,2024-06-22 14:30:00,12.6,6.42,18.7724,1,1,0.99
2024-06-22 14:30:00,2024-06-22 15:00:00,12.6,6.42,18.7533,1,1,0.99
2024-06-22 15:00:00,2024-06-22 15:30:00,12.6,6.42,18.728099999999998,1,0,0.99
2024-06-22 15:30:00,2024-06-22 16:00:00,12.6,6.42,18.7089,1,1,0.99
2024-06-22 16:00:00,2024-06-22 16:30:00,27.3,12.69,18.8351,1,1,0.99
2024-06-22 16:30:00,2024-06-22 17:00:00,28.66,13.3,18.9789,1,1,0.99
2024-06-22 17:00:00,2024-06-22 17:30:00,27.72,12.88,19.1133,1,1,0.99
2024-06-22 17:30:00,2024-06-22 18:00:00,32.13,14.85,19.2815,1,1,0.99
2024-06-22 18:00:00,2024-06-22 18:30:00,33.6,15.51,19.313,1,1,0.99
2024-06-22 18:30:00,2024-06-22 19:00:00,33.6,15.51,19.3382,1,1,0.99
2024-06-22 19:00:00,2024-06-22 19:30:00,19.74,9.62,19.2043,1,1,0.99
2024-06-22 19:30:00,2024-06-22 20:00:00,19.74,9.62,19.0573,1,1,0.99
2024-06-22 20:00:00,2024-06-22 20:30:00,19.4,9.46,18.8842,1,0,0.99
2024-06-22 20:30:00,2024-06-22 21:00:00,18.69,9.15,18.6996,1,1,0.99
2024-06-22 21:00:00,2024-06-22 21:30:00,18.86,9.22,18.6599,1,1,0.99
2024-06-22 21:30:00,2024-06-22 22:00:00,17.91,8.8,18.6139,1,1,0.99
2024-06-22 22:00:00,2024-06-22 22:30:00,16.13,8.0,18.5484,1,1,0.99
2024-06-22 22:30:00,2024-06-22 23:00:00,14.7,7.36,18.4751,1,1,0.99
2024-06-22 23:00:00,2024-06-22 23:30:00,17.22,8.49,18.436,1,1,0.99
2024-06-22 23:30:00,2024-06-23 00:00:00,18.06,8.86,18.4205,1,1,0.99
2024-06-23 00:00:00,2024-06-23 00:30:00,14.7,7.36,18.368399999999998,1,1,0.99
2024-06-23 00:30:00,2024-06-23 01:00:00,14.7,7.36,18.343200000000003,1,1,0.99
2024-06-23 01:00:00,2024-06-23 01:30:00,15.79,7.85,18.3352,1,0,0.99
2024-06-23 01:30:00,2024-06-23 02:00:00,15.67,7.79,18.305600000000002,1,1,0.99
2024-06-23 02:00:00,2024-06-23 02:30:00,15.44,7.69,18.2811,1,1,0.99
2024-06-23 02:30:00,2024-06-23 03:00:00,13.86,6.98,18.2471,1,1,0.99
2024-06-23 03:00:00,2024-06-23 03:30:00,14.28,7.17,18.2242,1,1,0.99
2024-06-23 03:30:00,2024-06-23 04:00:00,14.8,7.41,18.2,1,1,0.99
2024-06-23 04:00:00,2024-06-23 04:30:00,15.75,7.83,18.2044,1,1,0.99
2024-06-23 04:30:00,2024-06-23 05:00:00,14.57,7.3,18.200599999999998,1,1,0.99
2024-06-23 05:00:00,2024-06-23 05:30:00,14.95,7.47,18.2021,1,1,0.99
2024-06-23 05:30:00,2024-06-23 06:00:00,15.44,7.69,18.2076,1,1,0.99
2024-06-23 06:00:00,2024-06-23 06:30:00,13.94,7.02,18.1952,1,0,0.99
2024-06-23 06:30:00,2024-06-23 07:00:00,13.65,6.89,18.1857,1,1,0.99
2024-06-23 07:00:00,2024-06-23 07:30:00,12.16,6.22,18.143900000000002,1,19,1.17
2024-06-23 07:30:00,2024-06-23 08:00:00,13.65,6.89,18.1109,1,1,1.17
2024-06-23 08:00:00,2024-06-23 08:30:00,13.86,6.98,18.0536,1,1,1.17
2024-06-23 08:30:00,2024-06-23 09:00:00,15.12,7.55,17.994799999999998,1,1,1.17
2024-06-23 09:00:00,2024-06-23 09:30:00,15.75,7.83,17.954099999999997,1,1,1.17
2024-06-23 09:30:00,2024-06-23 10:00:00,14.09,7.09,17.881800000000002,1,1,1.17
2024-06-23 10:00:00,2024-06-23 10:30:00,15.44,7.69,17.838,1,1,1.17
2024-06-23 10:30:00,2024-06-23 11:00:00,16.55,8.19,17.8127,1,1,1.17
2024-06-23 11:00:00,2024-06-23 11:30:00,17.64,8.68,17.8068,1,0,1.17
2024-06-23 11:30:00,2024-06-23 12:00:00,17.43,8.58,17.8173,1,1,1.17
2024-06-23 12:00:00,2024-06-23 12:30:00,18.46,9.04,17.8549,1,1,1.17
2024-06-23 12:30:00,2024-06-23 13:00:00,18.08,8.87,17.883699999999997,1,1,1.17
2024-06-23 13:00:00,2024-06-23 13:30:00,17.32,8.54,17.9057,1,1,1.17
2024-06-23 13:30:00,2024-06-23 14:00:00,15.86,7.88,17.9205,1,1,1.17
2024-06-23 14:00:00,2024-06-23 14:30:00,15.41,7.68,17.936,1,1,1.17
2024-06-23 14:30:00,2024-06-23 15:00:00,15.96,7.92,17.9633,1,1,1.17
2024-06-23 15:00:00,2024-06-23 15:30:00,15.96,7.92,17.9919,1,1,1.17
2024-06-23 15:30:00,2024-06-23 16:00:00,16.07,7.97,18.0253,1,1,1.16
2024-06-23 16:00:00,2024-06-23 16:30:00,31.56,14.6,18.2132,1,0,1.16
2024-06-23 16:30:00,2024-06-23 17:00:00,31.08,14.38,18.398,1,1,1.08
2024-06-23 17:00:00,2024-06-23 17:30:00,32.09,14.83,18.586599999999997,1,1,1.08
2024-06-23 17:30:00,2024-06-23 18:00:00,32.76,15.13,18.7672,1,1,1.08
2024-06-23 18:00:00,2024-06-23 18:30:00,32.0,14.8,18.7901,1,1,1.08
2024-06-23 18:30:00,2024-06-23 19:00:00,31.92,14.76,18.7911,1,1,1.08
2024-06-23 19:00:00,2024-06-23 19:30:00,19.84,9.66,18.6745,1,1,1.08
2024-06-23 19:30:00,2024-06-23 20:00:00,18.67,9.14,18.5428,1,1,1.08
2024-06-23 20:00:00,2024-06-23 20:30:00,21.0,10.18,18.421799999999998,1,1,1.08
2024-06-23 20:30:00,2024-06-23 21:00:00,20.5,9.95,18.293699999999998,1,1,1.08
2024-06-23 21:00:00,2024-06-23 21:30:00,20.83,10.1,18.3025,1,0,1.08
2024-06-23 21:30:00,2024-06-23 22:00:00,19.95,9.71,18.304599999999997,1,1,1.08
2024-06-23 22:00:00,2024-06-23 22:30:00,19.13,9.34,18.3044,1,1,1.08
2024-06-23 22:30:00,2024-06-23 23:00:00,15.48,7.71,18.273300000000003,1,1,1.08
2024-06-23 23:00:00,2024-06-23 23:30:00,16.8,8.3,18.2439,1,1,1.08
2024-06-23 23:30:00,2024-06-24 00:00:00,17.81,8.75,18.2406,1,1,1.08
2024-06-24 00:00:00,2024-06-24 00:30:00,16.8,8.3,18.223799999999997,1,1,1.08
2024-06-24 00:30:00,2024-06-24 01:00:00,15.86,7.88,18.2228,1,1,1.08
2024-06-24 01:00:00,2024-06-24 01:30:00,15.33,7.64,18.208099999999998,1,1,1.08
2024-06-24 01:30:00,2024-06-24 02:00:00,15.17,7.57,18.1918,1,1,1.08
2024-06-24 02:00:00,2024-06-24 02:30:00,14.7,7.36,18.1813,1,0,1.08
2024-06-24 02:30:00,2024-06-24 03:00:00,14.7,7.36,18.1771,1,1,1.08
2024-06-24 03:00:00,2024-06-24 03:30:00,15.31,7.63,18.175,1,1,1.08
2024-06-24 03:30:00,2024-06-24 04:00:00,14.55,7.29,18.1529,1,1,1.08
2024-06-24 04:00:00,2024-06-24 04:30:00,15.67,7.79,18.15,1,1,1.08
2024-06-24 04:30:00,2024-06-24 05:00:00,15.39,7.67,18.1569,1,1,1.08
2024-06-24 05:00:00,2024-06-24 05:30:00,16.8,8.3,18.1729,1,1,1.08
2024-06-24 05:30:00,2024-06-24 06:00:00,17.64,8.68,18.2055,1,1,1.08
2024-06-24 06:00:00,2024-06-24 06:30:00,18.8,9.19,18.2324,1,1,1.08
2024-06-24 06:30:00,2024-06-24 07:00:00,19.68,9.59,18.277,1,1,1.08
2024-06-24 07:00:00,2024-06-24 07:30:00,16.8,8.3,18.2846,1,0,1.08
2024-06-24 07:30:00,2024-06-24 08:00:00,19.57,9.54,18.3123,1,1,1.08
2024-06-24 08:00:00,2024-06-24 08:30:00,19.11,9.33,18.348,1,1,1.08
2024-06-24 08:30:00,2024-06-24 09:00:00,18.78,9.19,18.3888,1,1,1.08
2024-06-24 09:00:00,2024-06-24 09:30:00,18.48,9.05,18.428700000000003,1,1,1.08
2024-06-24 09:30:00,2024-06-24 10:00:00,16.74,8.27,18.4237,1,1,1.08
2024-06-24 10:00:00,2024-06-24 10:30:00,15.98,7.93,18.384,1,1,1.08
2024-06-24 10:30:00,2024-06-24 11:00:00,16.38,8.11,18.3483,1,1,1.08
2024-06-24 11:00:00,2024-06-24 11:30:00,16.88,8.34,18.3144,1,1,1.08
2024-06-24 11:30:00,2024-06-24 12:00:00,16.13,8.0,18.288999999999998,1,1,1.08
2024-06-24 12:00:00,2024-06-24 12:30:00,16.8,8.3,18.2575,1,0,1.08
2024-06-24 12:30:00,2024-06-24 13:00:00,16.34,8.09,18.2277,1,1,1.08
2024-06-24 13:00:00,2024-06-24 13:30:00,15.54,7.74,18.1918,1,1,1.08
2024-06-24 13:30:00,2024-06-24 14:00:00,15.46,7.7,18.1576,1,1,1.08
2024-06-24 14:00:00,2024-06-24 14:30:00,14.68,7.35,18.127399999999998,1,1,1.08
2024-06-24 14:30:00,2024-06-24 15:00:00,14.47,7.26,18.106199999999998,1,1,1.08
2024-06-24 15:00:00,2024-06-24 15:30:00,15.12,7.55,18.108600000000003,1,1,1.08
2024-06-24 15:30:00,2024-06-24 16:00:00,15.12,7.55,18.1241,1,1,1.08
2024-06-24 16:00:00,2024-06-24 16:30:00,29.65,13.74,18.2946,1,1,1.08
2024-06-24 16:30:00,2024-06-24 17:00:00,30.16,13.97,18.4702,1,1,1.08
2024-06-24 17:00:00,2024-06-24 17:30:00,31.21,14.44,18.656299999999998,1,0,1.08
2024-06-24 17:30:00,2024-06-24 18:00:00,31.84,14.72,18.8487,1,1,1.08
2024-06-24 18:00:00,2024-06-24 18:30:00,37.38,17.2,18.9495,1,1,1.08
2024-06-24 18:30:00,2024-06-24 19:00:00,36.96,17.01,19.0325,1,1,1.08
2024-06-24 19:00:00,2024-06-24 19:30:00,23.1,11.12,18.9863,1,1,1.08
2024-06-24 19:30:00,2024-06-24 20:00:00,22.51,10.86,18.890100000000004,1,1,1.08
2024-06-24 20:00:00,2024-06-24 20:30:00,22.47,10.84,18.7788,1,1,1.08
2024-06-24 20:30:00,2024-06-24 21:00:00,22.01,10.63,18.6629,1,1,1.08
2024-06-24 21:00:00,2024-06-24 21:30:00,21.0,10.18,18.6755,1,1,1.08
2024-06-24 21:30:00,2024-06-24 22:00:00,20.0,9.73,18.6781,1,1,1.08
2024-06-24 22:00:00,2024-06-24 22:30:00,16.97,8.38,18.6538,1,0,1.08
2024-06-24 22:30:00,2024-06-24 23:00:00,15.46,7.7,18.621499999999997,1,1,1.08
2024-06-24 23:00:00,2024-06-24 23:30:00,16.09,7.98,18.5938,1,1,1.08
2024-06-24 23:30:00,2024-06-25 00:00:00,15.75,7.83,18.5722,1,1,1.08
2024-06-25 00:00:00,2024-06-25 00:30:00,14.18,7.12,18.5527,1,1,1.08
2024-06-25 00:30:00,2024-06-25 01:00:00,13.86,6.98,18.5443,1,1,1.08
2024-06-25 01:00:00,2024-06-25 01:30:00,14.18,7.12,18.5139,1,1,1.08
